chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del	total_length	n_indel	n_callable	indel_type
chr11	2000000	4000000	12	7.49170206709	1371989	812	0.000166822128165	0.000161463623826	-0.134478285194	1009	0.000207294984382	0.000191730860509	-0.314504830022	23932	4868	1567686	deletion
chr11	4000000	6000000	13	5.16071559269	1631820	897	0.000154941747131	0.000144101290842	-0.292989838917	1200	0.000207279929272	0.000187191698775	-0.406093807962	9071	2277	1758718	insertion
chr11	4000000	6000000	13	5.16071559269	1631820	897	0.000154941747131	0.000144101290842	-0.292989838917	1200	0.000207279929272	0.000187191698775	-0.406093807962	19433	4453	1758718	deletion
chr11	6000000	8000000	14	3.08835942732	1258135	636	0.000142487946936	0.00013401206004	-0.24885410485	848	0.000189983929248	0.000173740873344	-0.357983428288	8842	2266	1475386	insertion
chr11	6000000	8000000	14	3.08835942732	1258135	636	0.000142487946936	0.00013401206004	-0.24885410485	848	0.000189983929248	0.000173740873344	-0.357983428288	21083	4487	1475386	deletion
chr11	8000000	10000000	15	1.47072122187	1735879	693	0.000112528373805	9.97795717086e-05	-0.474098067531	1002	0.00016270336299	0.000144671131425	-0.464234890892	10189	2455	1686614	insertion
chr11	8000000	10000000	15	1.47072122187	1735879	693	0.000112528373805	9.97795717086e-05	-0.474098067531	1002	0.00016270336299	0.000144671131425	-0.464234890892	21295	5192	1686614	deletion
chr11	10000000	12000000	16	0.466782192691	1452601	696	0.000135055152672	0.000127796168463	-0.224921754349	1003	0.000194626893866	0.000180032775328	-0.314094837666	9328	2122	1534237	insertion
chr11	10000000	12000000	16	0.466782192691	1452601	696	0.000135055152672	0.000127796168463	-0.224921754349	1003	0.000194626893866	0.000180032775328	-0.314094837666	17337	4235	1534237	deletion
chr11	12000000	14000000	17	0.0290083968834	1539734	769	0.000140776089565	0.000123883325575	-0.502306100017	871	0.000159448600795	0.000139053409977	-0.535610134933	11175	2679	1714255	insertion
chr11	12000000	14000000	17	0.0290083968834	1539734	769	0.000140776089565	0.000123883325575	-0.502306100017	871	0.000159448600795	0.000139053409977	-0.535610134933	21566	5210	1714255	deletion
chr11	14000000	16000000	18	0.0832317514709	1497372	486	9.14860377681e-05	8.49277407703e-05	-0.299580043535	641	0.000120663683558	0.000104583229819	-0.55753376328	8747	2282	1592373	insertion
chr11	14000000	16000000	18	0.0832317514709	1497372	486	9.14860377681e-05	8.49277407703e-05	-0.299580043535	641	0.000120663683558	0.000104583229819	-0.55753376328	18048	4145	1592373	deletion
chr11	18000000	20000000	20	1.95376840234	1194483	665	0.000156924202237	0.000141549898465	-0.409928914039	754	0.00017792608795	0.000162849578128	-0.354677126967	10324	2299	1328971	insertion
chr11	18000000	20000000	20	1.95376840234	1194483	665	0.000156924202237	0.000141549898465	-0.409928914039	754	0.00017792608795	0.000162849578128	-0.354677126967	22153	5088	1328971	deletion
chr12	0	2000000	22	3.68128020126	422449	274	0.000182820349057	0.000174047792253	-0.199835304925	383	0.000255548152149	0.000230473164559	-0.409562270455	4405	944	523773	insertion
chr12	0	2000000	22	3.68128020126	422449	274	0.000182820349057	0.000174047792253	-0.199835304925	383	0.000255548152149	0.000230473164559	-0.409562270455	10982	2198	523773	deletion
chr12	4000000	6000000	24	1.20444243604	1416550	342	6.80522447091e-05	6.54332523979e-05	-0.16052678575	480	9.55119223987e-05	8.07075752988e-05	-0.647714883064	9975	2460	1646877	insertion
chr12	4000000	6000000	24	1.20444243604	1416550	342	6.80522447091e-05	6.54332523979e-05	-0.16052678575	480	9.55119223987e-05	8.07075752988e-05	-0.647714883064	21397	4766	1646877	deletion
chr12	6000000	8000000	25	0.807159513633	1395811	783	0.000158118761104	0.000146355208926	-0.3114396206	1128	0.000227787947031	0.000206584295137	-0.390005832264	11176	2633	1621206	insertion
chr12	6000000	8000000	25	0.807159513633	1395811	783	0.000158118761104	0.000146355208926	-0.3114396206	1128	0.000227787947031	0.000206584295137	-0.390005832264	21356	4960	1621206	deletion
chr12	8000000	10000000	26	0.684458354565	1534523	654	0.000120130311589	0.000108869764673	-0.392180357119	876	0.000160908490752	0.000141569794173	-0.503264399278	9858	2390	1589133	insertion
chr12	8000000	10000000	26	0.684458354565	1534523	654	0.000120130311589	0.000108869764673	-0.392180357119	876	0.000160908490752	0.000141569794173	-0.503264399278	19357	4528	1589133	deletion
chr12	10000000	12000000	27	0.951004571694	1555816	529	9.58397552494e-05	8.55770253444e-05	-0.447664496089	808	0.000146386620494	0.000117863349015	-0.815744915377	8453	2153	1526010	insertion
chr12	10000000	12000000	27	0.951004571694	1555816	529	9.58397552494e-05	8.55770253444e-05	-0.447664496089	808	0.000146386620494	0.000117863349015	-0.815744915377	18617	4298	1526010	deletion
chr12	12000000	14000000	28	1.73293576196	1717344	821	0.00013475165797	0.000124834750945	-0.308118106145	1025	0.00016823440855	0.000145147635566	-0.574850081442	8984	2314	1739987	insertion
chr12	12000000	14000000	28	1.73293576196	1717344	821	0.00013475165797	0.000124834750945	-0.308118106145	1025	0.00016823440855	0.000145147635566	-0.574850081442	19047	4574	1739987	deletion
chr12	14000000	16000000	29	2.9491868667	1481676	842	0.000160179562302	0.00015105937643	-0.238396913584	1096	0.000208499762806	0.000193543271979	-0.300531932315	10144	2475	1707558	insertion
chr12	14000000	16000000	29	2.9491868667	1481676	842	0.000160179562302	0.00015105937643	-0.238396913584	1096	0.000208499762806	0.000193543271979	-0.300531932315	23237	4893	1707558	deletion
chr12	16000000	18000000	30	4.60905763856	1485976	853	0.000161802599021	0.000148348361793	-0.348170702806	1034	0.000196135858602	0.000173718892676	-0.478777927847	9847	2403	1628476	insertion
chr12	16000000	18000000	30	4.60905763856	1485976	853	0.000161802599021	0.000148348361793	-0.348170702806	1034	0.000196135858602	0.000173718892676	-0.478777927847	18558	4071	1628476	deletion
chr12	18000000	20000000	31	6.47246330029	1180471	665	0.000158786867158	0.000155134331083	-0.0962460594755	903	0.000215615851193	0.00019842213739	-0.333940823978	13038	3025	1355406	insertion
chr12	18000000	20000000	31	6.47246330029	1180471	665	0.000158786867158	0.000155134331083	-0.0962460594755	903	0.000215615851193	0.00019842213739	-0.333940823978	23239	5029	1355406	deletion
chr13	0	2000000	33	3.79638407755	710179	388	0.000153996963282	0.000136036867206	-0.486833353104	526	0.000208769079088	0.000185801933849	-0.459902794173	11194	2356	891682	insertion
chr13	0	2000000	33	3.79638407755	710179	388	0.000153996963282	0.000136036867206	-0.486833353104	526	0.000208769079088	0.000185801933849	-0.459902794173	17747	3606	891682	deletion
chr13	2000000	4000000	34	3.19996104108	1304724	669	0.00014452924167	0.000139061473618	-0.158294541338	864	0.000186656599107	0.000170191267716	-0.36936861248	10990	2528	1524719	insertion
chr13	2000000	4000000	34	3.19996104108	1304724	669	0.00014452924167	0.000139061473618	-0.158294541338	864	0.000186656599107	0.000170191267716	-0.36936861248	23466	4433	1524719	deletion
chr13	4000000	6000000	35	2.61764583748	1497563	817	0.000153774814721	0.000141032639801	-0.346918742919	1031	0.000194053652359	0.000179621649869	-0.311541839451	9717	2268	1687646	insertion
chr13	4000000	6000000	35	2.61764583748	1497563	817	0.000153774814721	0.000141032639801	-0.346918742919	1031	0.000194053652359	0.000179621649869	-0.311541839451	20760	4635	1687646	deletion
chr13	6000000	8000000	36	2.19176515483	1390659	649	0.000131544381528	0.000115730819175	-0.50295040295	875	0.000177351824094	0.000152903653667	-0.577241348865	8908	2264	1531060	insertion
chr13	6000000	8000000	36	2.19176515483	1390659	649	0.000131544381528	0.000115730819175	-0.50295040295	875	0.000177351824094	0.000152903653667	-0.577241348865	20076	4619	1531060	deletion
chr13	8000000	10000000	37	1.93220877159	1408691	803	0.000160674909041	0.000154521952799	-0.160318945205	1176	0.000235309704897	0.000225005453925	-0.183485730145	11144	2443	1640515	insertion
chr13	8000000	10000000	37	1.93220877159	1408691	803	0.000160674909041	0.000154521952799	-0.160318945205	1176	0.000235309704897	0.000225005453925	-0.183485730145	22663	5264	1640515	deletion
chr13	10000000	12000000	38	1.82208866871	1530344	915	0.000168531189599	0.000159286511983	-0.229723717576	1194	0.000219919388395	0.000204797435293	-0.288125905466	12381	2607	1383185	insertion
chr13	10000000	12000000	38	1.82208866871	1530344	915	0.000168531189599	0.000159286511983	-0.229723717576	1194	0.000219919388395	0.000204797435293	-0.288125905466	21454	4881	1383185	deletion
chr13	12000000	14000000	39	1.86217925355	1584759	932	0.000165768093582	0.000159389999894	-0.161139980792	1367	0.000243138394771	0.000227648759876	-0.267009526198	11429	2704	1728801	insertion
chr13	12000000	14000000	39	1.86217925355	1584759	932	0.000165768093582	0.000159389999894	-0.161139980792	1367	0.000243138394771	0.000227648759876	-0.267009526198	23619	5635	1728801	deletion
chr13	14000000	16000000	40	2.02266445966	973701	539	0.000156031184903	0.000145381276939	-0.285366650044	793	0.000229559795229	0.000203872160258	-0.468449106766	8313	1988	1157223	insertion
chr13	14000000	16000000	40	2.02266445966	973701	539	0.000156031184903	0.000145381276939	-0.285366650044	793	0.000229559795229	0.000203872160258	-0.468449106766	19957	4018	1157223	deletion
chr15	0	2000000	51	7.33174548831	1072274	642	0.000168763106061	0.00015852193317	-0.253877347736	784	0.000206090771265	0.000181007348573	-0.509505158316	12593	2789	1280339	insertion
chr15	0	2000000	51	7.33174548831	1072274	642	0.000168763106061	0.00015852193317	-0.253877347736	784	0.000206090771265	0.000181007348573	-0.509505158316	25124	5472	1280339	deletion
chr15	2000000	4000000	52	5.80726045454	1221238	745	0.000171950807956	0.00016327693701	-0.21113754847	889	0.000205186937279	0.000190216812775	-0.305519958069	9933	2499	1408286	insertion
chr15	2000000	4000000	52	5.80726045454	1221238	745	0.000171950807956	0.00016327693701	-0.21113754847	889	0.000205186937279	0.000190216812775	-0.305519958069	21741	4124	1408286	deletion
chr15	4000000	6000000	53	4.32235689408	1298132	767	0.000166542379563	0.000158576039709	-0.200229226635	981	0.000213009223404	0.00019781055434	-0.298862625582	10701	2354	1472179	insertion
chr15	4000000	6000000	53	4.32235689408	1298132	767	0.000166542379563	0.000158576039709	-0.200229226635	981	0.000213009223404	0.00019781055434	-0.298862625582	22777	4375	1472179	deletion
chr15	6000000	8000000	54	3.20746520563	1524057	639	0.000118181066688	0.00010728635892	-0.385667006985	800	0.00014795751698	0.000129823159329	-0.513109170348	7571	2188	1544931	insertion
chr15	6000000	8000000	54	3.20746520563	1524057	639	0.000118181066688	0.00010728635892	-0.385667006985	800	0.00014795751698	0.000129823159329	-0.513109170348	17185	3996	1544931	deletion
chr15	8000000	10000000	55	2.08662583748	1402489	636	0.000127822088528	0.000117430323405	-0.340111406833	823	0.000165404998206	0.000144344879185	-0.533077200354	10473	2481	1620398	insertion
chr15	8000000	10000000	55	2.08662583748	1402489	636	0.000127822088528	0.000117430323405	-0.340111406833	823	0.000165404998206	0.000144344879185	-0.533077200354	21647	4615	1620398	deletion
chr15	10000000	12000000	56	1.33391572913	1293529	585	0.000127475860932	0.000119835369996	-0.250669061422	778	0.000169531999666	0.00014823584815	-0.525848218114	10652	2508	1493831	insertion
chr15	10000000	12000000	56	1.33391572913	1293529	585	0.000127475860932	0.000119835369996	-0.250669061422	778	0.000169531999666	0.00014823584815	-0.525848218114	23246	4949	1493831	deletion
chr15	12000000	13820886	57	0.797206631233	713348	342	0.000135136577439	0.000122830725861	-0.37983457862	442	0.000174650196573	0.000154527073669	-0.481291911188	7224	1591	919688	insertion
chr15	12000000	13820886	57	0.797206631233	713348	342	0.000135136577439	0.000122830725861	-0.37983457862	442	0.000174650196573	0.000154527073669	-0.481291911188	15863	3269	919688	deletion
chr19	0	2000000	70	6.39023153271	1223809	653	0.000150399986043	0.000138089143683	-0.342465402123	861	0.000198306872868	0.000181697599785	-0.350704934742	12591	2769	1456529	insertion
chr19	0	2000000	70	6.39023153271	1223809	653	0.000150399986043	0.000138089143683	-0.342465402123	861	0.000198306872868	0.000181697599785	-0.350704934742	41888	7555	1456529	deletion
chr19	2000000	4000000	71	5.74770645965	1291949	648	0.000141376717239	0.000130125716629	-0.332949786848	885	0.000193083942525	0.000171637865288	-0.465115426769	10295	2581	1502290	insertion
chr19	2000000	4000000	71	5.74770645965	1291949	648	0.000141376717239	0.000130125716629	-0.332949786848	885	0.000193083942525	0.000171637865288	-0.465115426769	26829	4891	1502290	deletion
chr19	4000000	6000000	72	5.23079998299	1200174	738	0.000173324679191	0.00016295882711	-0.250316350168	948	0.000222644709855	0.00019716000829	-0.479399739319	10351	2503	1388923	insertion
chr19	4000000	6000000	72	5.23079998299	1200174	738	0.000173324679191	0.00016295882711	-0.250316350168	948	0.000222644709855	0.00019716000829	-0.479399739319	22504	4330	1388923	deletion
chr19	6000000	8000000	73	4.67258400841	1261857	745	0.000166415735544	0.000154867827838	-0.2904461704	950	0.000212207984922	0.000194345985405	-0.352534066928	10111	2383	1440596	insertion
chr19	6000000	8000000	73	4.67258400841	1261857	745	0.000166415735544	0.000154867827838	-0.2904461704	950	0.000212207984922	0.000194345985405	-0.352534066928	19283	4071	1440596	deletion
chr19	8000000	9871655	74	4.24366691044	1001109	414	0.000116564748987	9.71922138349e-05	-0.693995107816	589	0.00016583728781	0.000133057702166	-0.826684384323	10734	2343	1187436	insertion
chr19	8000000	9871655	74	4.24366691044	1001109	414	0.000116564748987	9.71922138349e-05	-0.693995107816	589	0.00016583728781	0.000133057702166	-0.826684384323	16057	3649	1187436	deletion
chr1A	0	2000000	75	2.71616988852	453108	331	0.000205908616737	0.000202867865126	-0.0615843397209	399	0.000248210084828	0.000231651522142	-0.278518692334	5061	1085	552129	insertion
chr1A	0	2000000	75	2.71616988852	453108	331	0.000205908616737	0.000202867865126	-0.0615843397209	399	0.000248210084828	0.000231651522142	-0.278518692334	8733	1672	552129	deletion
chr1A	2000000	4000000	76	2.47052276538	1968995	876	0.000125402949197	0.000121841479109	-0.118924003917	1106	0.000158328381064	0.000146088419941	-0.32388856713	10265	2328	1702710	insertion
chr1A	2000000	4000000	76	2.47052276538	1968995	876	0.000125402949197	0.000121841479109	-0.118924003917	1106	0.000158328381064	0.000146088419941	-0.32388856713	20555	4597	1702710	deletion
chr1A	4000000	6000000	77	2.13854466254	1701783	827	0.000136977610527	0.000128725670602	-0.252226078149	1192	0.000197433266927	0.000177535159177	-0.422306771359	11247	2579	1779474	insertion
chr1A	4000000	6000000	77	2.13854466254	1701783	827	0.000136977610527	0.000128725670602	-0.252226078149	1192	0.000197433266927	0.000177535159177	-0.422306771359	20609	5029	1779474	deletion
chr1A	6000000	8000000	78	1.78207832291	1529037	795	0.000146553903795	0.000134591077156	-0.341722490281	1230	0.000226743775683	0.000202759197972	-0.44325948529	11647	2557	1798040	insertion
chr1A	6000000	8000000	78	1.78207832291	1529037	795	0.000146553903795	0.000134591077156	-0.341722490281	1230	0.000226743775683	0.000202759197972	-0.44325948529	20982	5217	1798040	deletion
chr1A	8000000	10000000	79	1.43600670122	1436703	428	8.39701691019e-05	8.03667549206e-05	-0.179226093703	647	0.000126936213572	0.000114161235463	-0.421054043141	15074	3063	1716410	insertion
chr1A	8000000	10000000	79	1.43600670122	1436703	428	8.39701691019e-05	8.03667549206e-05	-0.179226093703	647	0.000126936213572	0.000114161235463	-0.421054043141	23554	6058	1716410	deletion
chr1A	10000000	12000000	80	1.21362252071	1504826	327	6.12505120628e-05	5.46627282735e-05	-0.448495971514	353	6.61205833583e-05	6.05280680466e-05	-0.352868127134	13090	2816	1707059	insertion
chr1A	10000000	12000000	80	1.21362252071	1504826	327	6.12505120628e-05	5.46627282735e-05	-0.448495971514	353	6.61205833583e-05	6.05280680466e-05	-0.352868127134	23346	5835	1707059	deletion
chr1A	12000000	14000000	81	0.978643951135	1390877	444	8.99792775698e-05	7.318366303e-05	-0.779731940647	648	0.000131321107805	0.000100814847489	-0.971896280971	12769	2708	1637744	insertion
chr1A	12000000	14000000	81	0.978643951135	1390877	444	8.99792775698e-05	7.318366303e-05	-0.779731940647	648	0.000131321107805	0.000100814847489	-0.971896280971	21948	5272	1637744	deletion
chr1A	14000000	16000000	82	0.753899994316	1368594	643	0.000132429457093	0.000116642950433	-0.498718533333	899	0.000185154093198	0.000154861197158	-0.685146251964	13226	2814	1679908	insertion
chr1A	14000000	16000000	82	0.753899994316	1368594	643	0.000132429457093	0.000116642950433	-0.498718533333	899	0.000185154093198	0.000154861197158	-0.685146251964	22061	5493	1679908	deletion
chr1A	16000000	18000000	83	0.569202716247	1413078	779	0.000155388752502	0.000134748772761	-0.556035117846	1015	0.000202464164043	0.000175939183452	-0.548787148984	13392	2894	1637943	insertion
chr1A	16000000	18000000	83	0.569202716247	1413078	779	0.000155388752502	0.000134748772761	-0.556035117846	1015	0.000202464164043	0.000175939183452	-0.548787148984	22578	5658	1637943	deletion
chr1A	18000000	20000000	84	0.388744952397	1430374	623	0.000122768428512	0.000111634402868	-0.379377959084	845	0.000166515765799	0.000140909043075	-0.643882615448	13909	2842	1663367	insertion
chr1A	18000000	20000000	84	0.388744952397	1430374	623	0.000122768428512	0.000111634402868	-0.379377959084	845	0.000166515765799	0.000140909043075	-0.643882615448	21531	5353	1663367	deletion
chr1A	20000000	22000000	85	0.246646521848	1498123	679	0.000127752839003	0.000118741567738	-0.295153565269	996	0.000187395917006	0.000161763823974	-0.572931953828	12940	2792	1624514	insertion
chr1A	20000000	22000000	85	0.246646521848	1498123	679	0.000127752839003	0.000118741567738	-0.295153565269	996	0.000187395917006	0.000161763823974	-0.572931953828	22495	5407	1624514	deletion
chr1A	22000000	24000000	86	0.125146143968	1547797	633	0.000115275752752	0.000102175781721	-0.475404255081	866	0.000157707427936	0.000135142841219	-0.599115620473	12769	2720	1575956	insertion
chr1A	22000000	24000000	86	0.125146143968	1547797	633	0.000115275752752	0.000102175781721	-0.475404255081	866	0.000157707427936	0.000135142841219	-0.599115620473	21493	5110	1575956	deletion
chr1A	24000000	26000000	87	0.0288299041686	1862779	699	0.000105770388577	9.28578667735e-05	-0.510880829711	867	0.000131191597848	0.000118919663917	-0.391691064652	13138	2876	1706595	insertion
chr1A	24000000	26000000	87	0.0288299041686	1862779	699	0.000105770388577	9.28578667735e-05	-0.510880829711	867	0.000131191597848	0.000118919663917	-0.391691064652	20922	5024	1706595	deletion
chr1A	26000000	28000000	88	0.0	1059251	594	0.000158065037863	0.000144441685682	-0.360479202425	769	0.000204633020398	0.000179421715513	-0.515722696808	9707	2088	1237446	insertion
chr1A	26000000	28000000	88	0.0	1059251	594	0.000158065037863	0.000144441685682	-0.360479202425	769	0.000204633020398	0.000179421715513	-0.515722696808	16256	3860	1237446	deletion
chr1A	28000000	30000000	89	0.0	1358056	755	0.000156703079199	0.000137940982513	-0.501161279229	1041	0.000216063450922	0.00018902018768	-0.524322241282	13057	2786	1611657	insertion
chr1A	28000000	30000000	89	0.0	1358056	755	0.000156703079199	0.000137940982513	-0.501161279229	1041	0.000216063450922	0.00018902018768	-0.524322241282	21892	5146	1611657	deletion
chr1A	30000000	32000000	90	0.0	1477353	731	0.000139470178245	0.000127297374354	-0.365293151306	967	0.000184497486133	0.000162100017645	-0.508462426519	12688	2843	1591840	insertion
chr1A	30000000	32000000	90	0.0	1477353	731	0.000139470178245	0.000127297374354	-0.365293151306	967	0.000184497486133	0.000162100017645	-0.508462426519	22621	5162	1591840	deletion
chr1A	32000000	34000000	91	0.0	1421038	680	0.000134881217841	0.000127556868919	-0.227222920902	879	0.000174353809532	0.000147564482331	-0.643401472918	13451	2851	1644930	insertion
chr1A	32000000	34000000	91	0.0	1421038	680	0.000134881217841	0.000127556868919	-0.227222920902	879	0.000174353809532	0.000147564482331	-0.643401472918	22855	4984	1644930	deletion
chr1A	34000000	36000000	92	0.0	1435854	731	0.000143501140256	0.000133080529445	-0.303927560817	969	0.000190222441735	0.000167928670068	-0.49087873249	13473	2814	1693117	insertion
chr1A	34000000	36000000	92	0.0	1435854	731	0.000143501140256	0.000133080529445	-0.303927560817	969	0.000190222441735	0.000167928670068	-0.49087873249	22479	5118	1693117	deletion
chr1A	36000000	38000000	93	0.000976025149273	1440153	847	0.000165776525975	0.000150696707773	-0.38087616365	1089	0.000213141247682	0.000191580521763	-0.423795908689	14205	3000	1705295	insertion
chr1A	36000000	38000000	93	0.000976025149273	1440153	847	0.000165776525975	0.000150696707773	-0.38087616365	1089	0.000213141247682	0.000191580521763	-0.423795908689	22661	5416	1705295	deletion
chr1A	38000000	40000000	94	0.057048274145	1408260	977	0.000195550971233	0.000180031797358	-0.332406187726	1235	0.000247190838765	0.000223224329837	-0.406290701869	14961	3173	1719874	insertion
chr1A	38000000	40000000	94	0.057048274145	1408260	977	0.000195550971233	0.000180031797358	-0.332406187726	1235	0.000247190838765	0.000223224329837	-0.406290701869	23815	5711	1719874	deletion
chr1A	40000000	42000000	95	0.160663339357	1344425	934	0.0001958206798	0.000184426329785	-0.243694960818	1222	0.000256202217041	0.000241578526527	-0.23918302774	14073	3019	1643283	insertion
chr1A	40000000	42000000	95	0.160663339357	1344425	934	0.0001958206798	0.000184426329785	-0.243694960818	1222	0.000256202217041	0.000241578526527	-0.23918302774	22521	5377	1643283	deletion
chr1A	42000000	44000000	96	0.293507274511	1846041	720	0.00010993586844	0.000100616457198	-0.354781876425	918	0.000140168232261	0.000124374269044	-0.471888378749	13061	2929	1688884	insertion
chr1A	42000000	44000000	96	0.293507274511	1846041	720	0.00010993586844	0.000100616457198	-0.354781876425	918	0.000140168232261	0.000124374269044	-0.471888378749	22577	5114	1688884	deletion
chr1A	44000000	46000000	97	0.441870950099	1532140	817	0.000150304458377	0.000141738455947	-0.238602914455	1015	0.000186730753063	0.000173376350794	-0.299575041569	12746	2805	1599819	insertion
chr1A	44000000	46000000	97	0.441870950099	1532140	817	0.000150304458377	0.000141738455947	-0.238602914455	1015	0.000186730753063	0.000173376350794	-0.299575041569	21298	4957	1599819	deletion
chr1A	46000000	48000000	98	0.627005874442	1316589	500	0.000107045407421	9.51261975173e-05	-0.46538324689	668	0.000143012664314	0.000122561526714	-0.598346043309	10405	2487	1515333	insertion
chr1A	46000000	48000000	98	0.627005874442	1316589	500	0.000107045407421	9.51261975173e-05	-0.46538324689	668	0.000143012664314	0.000122561526714	-0.598346043309	19067	4360	1515333	deletion
chr1A	48000000	50000000	99	0.835939107586	1315268	505	0.00010822444853	0.000100899988684	-0.282878760993	664	0.000142299076879	0.000125453719818	-0.495312179062	9472	2361	1546059	insertion
chr1A	48000000	50000000	99	0.835939107586	1315268	505	0.00010822444853	0.000100899988684	-0.282878760993	664	0.000142299076879	0.000125453719818	-0.495312179062	17982	3875	1546059	deletion
chr1A	50000000	52000000	100	1.04792166361	1428535	691	0.000136343808005	0.000128910129314	-0.228152503705	938	0.000185080306669	0.000170542769893	-0.32896562237	10072	2510	1683180	insertion
chr1A	50000000	52000000	100	1.04792166361	1428535	691	0.000136343808005	0.000128910129314	-0.228152503705	938	0.000185080306669	0.000170542769893	-0.32896562237	20227	4532	1683180	deletion
chr1A	52000000	54000000	101	1.31188247622	1475058	819	0.000156503142304	0.000148846957026	-0.204814940929	1104	0.00021096394274	0.000195917363035	-0.298814965664	12423	2824	1682891	insertion
chr1A	52000000	54000000	101	1.31188247622	1475058	819	0.000156503142304	0.000148846957026	-0.204814940929	1104	0.00021096394274	0.000195917363035	-0.298814965664	21165	4754	1682891	deletion
chr1A	54000000	56000000	102	1.5976386528	1151345	745	0.000182389171627	0.000183277635699	0.0203890766632	1018	0.000249224398276	0.000239006507492	-0.171739617835	10685	2447	1347610	insertion
chr1A	54000000	56000000	102	1.5976386528	1151345	745	0.000182389171627	0.000183277635699	0.0203890766632	1018	0.000249224398276	0.000239006507492	-0.171739617835	19881	4294	1347610	deletion
chr1A	56000000	58000000	103	1.8643884701	1042950	413	0.000111618150134	0.000107650111904	-0.148447424774	524	0.000141617217119	0.00013226652133	-0.276023581133	10148	2166	1247137	insertion
chr1A	56000000	58000000	103	1.8643884701	1042950	413	0.000111618150134	0.000107650111904	-0.148447424774	524	0.000141617217119	0.00013226652133	-0.276023581133	15922	3617	1247137	deletion
chr1A	64000000	66000000	107	3.46244473744	492618	378	0.000216286683126	0.000221394991443	0.09857495274	437	0.000250045715678	0.000240391241553	-0.161274950418	6241	1312	609075	insertion
chr1A	64000000	66000000	107	3.46244473744	492618	378	0.000216286683126	0.000221394991443	0.09857495274	437	0.000250045715678	0.000240391241553	-0.161274950418	7698	1660	609075	deletion
