chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del	n_indel	pol_success
chr12	4000000	6000000	24	1.20444243604	1416550	338	6.72563120224e-05	6.49688178655e-05	-0.141856736181	484	9.63078550854e-05	8.11720098311e-05	-0.656770315353	2146	0.383038210624
chr12	6000000	8000000	25	0.807159513633	1395811	771	0.000155695485072	0.00014417952604	-0.309616388305	1140	0.000230211223064	0.000208759978023	-0.39041463805	2599	0.735282801077
chr12	8000000	10000000	26	0.684458354565	1534523	646	0.000118660827655	0.000107833955053	-0.381730265027	884	0.000162377974686	0.000142605603792	-0.509905206427	2119	0.722038697499
chr12	10000000	12000000	27	0.951004571694	1555816	522	9.45715543293e-05	8.48091088027e-05	-0.431528481535	815	0.000147654821415	0.000118631265556	-0.822942589686	1843	0.725447639718
chr12	12000000	14000000	28	1.73293576196	1717344	813	0.000133438608928	0.000123755973729	-0.303791585275	1033	0.000169547457592	0.000146226412781	-0.576195840285	2510	0.735458167331
chr12	14000000	16000000	29	2.9491868667	1481676	832	0.000158277192203	0.000149251324354	-0.238759726526	1106	0.000210402132905	0.000195351324055	-0.29969814363	2681	0.72286460276
chr12	16000000	18000000	30	4.60905763856	1485976	844	0.000160095420368	0.000147098075962	-0.339924479911	1043	0.000197843037256	0.000174969178506	-0.484329491295	2799	0.674169346195
chr12	18000000	20000000	31	6.47246330029	1180471	658	0.000157115426451	0.000153872568884	-0.0863568607863	910	0.0002172872919	0.000199683899589	-0.339274068922	2782	0.563623292595
chr13	0	2000000	33	3.79638407755	710179	384	0.000152409365722	0.000134902979612	-0.479449915334	530	0.000210356676648	0.000186935821443	-0.465463129853	2073	0.440906898215
chr13	2000000	4000000	34	3.19996104108	1304724	662	0.000143016977556	0.000137919873031	-0.149118828476	871	0.00018816886322	0.000171332868303	-0.374656050473	2266	0.67652250662
chr13	4000000	6000000	35	2.61764583748	1497563	809	0.000152269063781	0.000139718223611	-0.345079375726	1039	0.000195559403298	0.000180936066058	-0.313246712336	2519	0.733624454148
chr13	6000000	8000000	36	2.19176515483	1390659	641	0.000129922879136	0.000114587854808	-0.493796816748	883	0.000178973326486	0.000154046618035	-0.583221091029	2101	0.725368871966
chr13	8000000	10000000	37	1.93220877159	1408691	792	0.00015847388289	0.000152605279803	-0.155027821662	1187	0.000237510731048	0.000226922126921	-0.18680508823	2761	0.71676928649
chr13	10000000	12000000	38	1.82208866871	1530344	904	0.000166505131582	0.000157412148407	-0.228696984777	1205	0.000221945446412	0.000206671798869	-0.28836447856	3367	0.626373626374
chr13	12000000	14000000	39	1.86217925355	1584759	919	0.000163455877684	0.000157410618736	-0.15488638827	1380	0.000245450610669	0.000229628141035	-0.270181652748	3251	0.707167025531
chr13	14000000	16000000	40	2.02266445966	973701	532	0.000154004805878	0.000143851573586	-0.275623107345	800	0.000231586174253	0.000205401863611	-0.47333993892	2488	0.53536977492
chr15	0	2000000	51	7.33174548831	1072274	635	0.000166923009889	0.000157132853808	-0.245362867201	791	0.000207930867437	0.000182396427936	-0.514089163296	2788	0.511477761836
chr15	2000000	4000000	52	5.80726045454	1221238	737	0.000170104356327	0.00016169528057	-0.206907243075	897	0.000207033388908	0.000191798469215	-0.308157841434	2307	0.708279150412
chr15	4000000	6000000	53	4.32235689408	1298132	759	0.000164805301288	0.000157185377466	-0.193535112666	989	0.000214746301679	0.000199201216582	-0.30320735482	2554	0.68441660141
chr15	6000000	8000000	54	3.20746520563	1524057	634	0.000117256332207	0.000106744177236	-0.375049435284	805	0.000148882251462	0.000130365341012	-0.520688072241	2081	0.691494473811
chr15	8000000	10000000	55	2.08662583748	1402489	630	0.000126616219769	0.000116649756255	-0.32928752515	829	0.000166610866965	0.000145125446335	-0.539916787849	2046	0.713098729228
chr15	10000000	12000000	56	1.33391572913	1293529	579	0.000126168416204	0.000118989052023	-0.237972030204	784	0.000170839444394	0.000149082166123	-0.533134452977	1890	0.721164021164
chr15	12000000	13820886	57	0.797206631233	713348	338	0.000133556032673	0.000121908462482	-0.36374316877	446	0.000176230741338	0.000155449337048	-0.492600366652	1681	0.466389054134
chr19	0	2000000	70	6.39023153271	1223809	645	0.000148557413472	0.000136510810016	-0.339257097789	869	0.000200149445438	0.000183275933452	-0.353012676282	2500	0.6056
chr19	2000000	4000000	71	5.74770645965	1291949	641	0.000139849499614	0.000128972827712	-0.325375286907	892	0.00019461116015	0.000172790754206	-0.469529163866	2449	0.625969783585
chr19	4000000	6000000	72	5.23079998299	1200174	730	0.00017144582088	0.00016163445774	-0.239515113642	956	0.000224523568166	0.00019848437766	-0.485740798053	2500	0.6744
chr19	6000000	8000000	73	4.67258400841	1261857	737	0.000164628720934	0.000153441358753	-0.284423161258	958	0.000213994999532	0.00019577245449	-0.356653530903	2423	0.699546017334
chr19	8000000	9871655	74	4.24366691044	1001109	410	0.000115438519528	9.63878427245e-05	-0.689087720151	593	0.000166963517269	0.000133862073277	-0.829191238267	1681	0.596668649613
chr1A	0	2000000	75	2.71616988852	453108	330	0.000205286536324	0.000202647167191	-0.0536160576116	400	0.000248832165242	0.000231872220077	-0.284560749073	2401	0.30403998334
chr1A	2000000	4000000	76	2.47052276538	1968995	868	0.000124257716785	0.000120860481723	-0.114482781423	1114	0.000159473613477	0.000147069417326	-0.325881972461	2688	0.737351190476
chr1A	4000000	6000000	77	2.13854466254	1701783	817	0.000135321291174	0.000127250437676	-0.249702416311	1202	0.00019908958628	0.000179010392104	-0.4226111929	2699	0.748054835124
chr1A	6000000	8000000	78	1.78207832291	1529037	782	0.000144157424865	0.000132567099423	-0.336570339311	1243	0.000229140254613	0.000204783175706	-0.445444153692	2764	0.732633863965
chr1A	8000000	10000000	79	1.43600670122	1436703	422	8.27930171986e-05	7.96047763892e-05	-0.160819236519	653	0.000128113365476	0.000114923213995	-0.430756730505	3204	0.335518102372
chr1A	10000000	12000000	80	1.21362252071	1504826	324	6.06885807594e-05	5.42919912335e-05	-0.439484611722	356	6.66825146616e-05	6.08988050865e-05	-0.361875367024	2349	0.289484887186
chr1A	12000000	14000000	81	0.978643951135	1390877	440	8.91686534475e-05	7.27749848704e-05	-0.767956200171	652	0.000132131731927	0.000101223525649	-0.978681025705	1475	0.740338983051
chr1A	14000000	16000000	82	0.753899994316	1368594	636	0.000130987767824	0.000115554626442	-0.492902905711	906	0.000186595782467	0.000155949521149	-0.687796052385	2172	0.709944751381
chr1A	16000000	18000000	83	0.569202716247	1413078	770	0.000153593503757	0.00013319188772	-0.556019426915	1024	0.000204259412789	0.000177496068493	-0.548862530701	2588	0.693199381762
chr1A	18000000	20000000	84	0.388744952397	1430374	616	0.000121389007967	0.000110593085224	-0.372022864396	852	0.000167895186344	0.000141950360719	-0.64703807357	2102	0.698382492864
chr1A	20000000	22000000	85	0.246646521848	1498123	670	0.000126059502404	0.000117385484861	-0.287911101141	1005	0.000189089253606	0.00016311990685	-0.575283411025	2390	0.700836820084
chr1A	22000000	24000000	86	0.125146143968	1547797	625	0.000113818871201	0.000101148855268	-0.465665805122	874	0.000159164309487	0.000136169767673	-0.604957064548	2206	0.679510426111
chr1A	24000000	26000000	87	0.0288299041686	1862779	693	0.000104862488246	9.20187130711e-05	-0.512546632438	873	0.00013209949818	0.000119758817619	-0.391184983952	2258	0.693534100974
chr1A	26000000	28000000	88	0.0	1059251	589	0.000156734524076	0.000143661591266	-0.348840436003	774	0.000205963534185	0.000180201809928	-0.523587449867	2716	0.501840942563
chr1A	28000000	30000000	89	0.0	1358056	745	0.000154627541726	0.000136305517825	-0.495956210561	1051	0.000218138988395	0.000190655652367	-0.527795113015	2504	0.717252396166
chr1A	30000000	32000000	90	0.0	1477353	724	0.000138134622503	0.000126171605568	-0.362458125009	974	0.000185833041875	0.000163225786432	-0.509544803927	2434	0.697617091208
chr1A	32000000	34000000	91	0.0	1421038	672	0.000133294379984	0.000126316115403	-0.219055177775	887	0.000175940647389	0.000148805235847	-0.645850041569	2187	0.71284865112
chr1A	34000000	36000000	92	0.0	1435854	723	0.000141930676341	0.000131911227157	-0.295450971896	977	0.00019179290565	0.000169097972357	-0.495629159835	2429	0.699876492384
chr1A	36000000	38000000	93	0.000976025149273	1440153	839	0.000164210750051	0.00014959302387	-0.37271616822	1097	0.000214707023606	0.000192684205666	-0.429728255704	2603	0.743757203227
chr1A	38000000	40000000	94	0.057048274145	1408260	965	0.000193149116929	0.000177961306487	-0.329344778185	1247	0.000249592693068	0.000225294820708	-0.407951274374	3063	0.722167809337
chr1A	40000000	42000000	95	0.160663339357	1344425	923	0.000193514440531	0.000182418036277	-0.240144294681	1233	0.00025850845631	0.000243586820036	-0.241882761928	3124	0.69014084507
chr1A	42000000	44000000	96	0.293507274511	1846041	712	0.000108714358791	9.95701213114e-05	-0.352012505156	926	0.00014138974191	0.000125420604931	-0.473009945667	2208	0.741847826087
chr1A	44000000	46000000	97	0.441870950099	1532140	808	0.000148648717709	0.000140165149124	-0.238931732794	1024	0.000188386493731	0.000174949657617	-0.298780698911	2539	0.721543914927
chr1A	46000000	48000000	98	0.627005874442	1316589	495	0.000105974953346	9.43706566142e-05	-0.457643951347	674	0.000144297209203	0.000123393021464	-0.606174269705	1613	0.724736515809
chr1A	48000000	50000000	99	0.835939107586	1315268	499	0.000106938613498	9.98435700037e-05	-0.277298821709	670	0.000143584911911	0.000126510138498	-0.497576482906	1565	0.74696485623
chr1A	50000000	52000000	100	1.04792166361	1428535	683	0.000134765297927	0.000127557989571	-0.223787470124	946	0.000186658816747	0.000171894909636	-0.33126937718	2232	0.729838709677
chr1A	52000000	54000000	101	1.31188247622	1475058	811	0.000154974418082	0.000147769390121	-0.194641948085	1112	0.000212492666963	0.000196994929941	-0.30556481535	2597	0.740469772815
chr1A	54000000	56000000	102	1.5976386528	1151345	737	0.000180430630186	0.00018156796479	0.0263827979672	1026	0.000251182939717	0.000240716178401	-0.174553788486	3075	0.573333333333
chr1A	56000000	58000000	103	1.8643884701	1042950	409	0.000110537102675	0.000106878010502	-0.138221140126	528	0.000142698264578	0.000133038622733	-0.28299214465	1661	0.564118001204
chr1A	64000000	66000000	107	3.46244473744	492618	374	0.000213997935157	0.000219578702063	0.1088370516	441	0.000252334463647	0.000242207530934	-0.16764042392	2145	0.379953379953
chr1A	66000000	68000000	108	3.80026512641	976736	776	0.000223940572246	0.000219824524043	-0.0769405836211	1066	0.000307629703626	0.000286830724717	-0.283240746786	3678	0.500815660685
chr1A	68000000	70000000	109	4.22369502721	1283604	761	0.000167109774195	0.000159595868147	-0.188212092589	1017	0.000223325414397	0.000208131086174	-0.284998271354	2634	0.675018982536
chr1	2000000	4000000	112	2.13563307177	1167065	829	0.000200220131869	0.000198360845369	-0.0388798757242	1094	0.000264222948449	0.000247787578692	-0.260599653081	3018	0.63717693837
chr1	4000000	6000000	113	2.00286314067	1387926	984	0.000199837525943	0.000191683205922	-0.170914192959	1262	0.00025629568876	0.00023723015113	-0.311737299484	3159	0.710984488762
chr1	6000000	8000000	114	1.87019286716	1555249	818	0.000148252365036	0.000135886177779	-0.349224760148	1140	0.000206610875478	0.000187825736891	-0.380944147882	2621	0.747043113316
chr1	8000000	10000000	115	1.72978953567	1380347	947	0.000193379289696	0.000182170059222	-0.242770212219	1346	0.000274855885883	0.000256182722628	-0.284735144819	3214	0.713441194773
chr1	10000000	12000000	116	1.61113916925	1494866	969	0.000182713135394	0.000173590634105	-0.209120487661	1341	0.000252856877775	0.000227307823472	-0.423472912923	3248	0.711206896552
chr1	12000000	14000000	117	1.4940719173	1386681	723	0.000146963670337	0.000132045699882	-0.424832370953	984	0.000200016945521	0.000173029587991	-0.56514643615	2310	0.738961038961
chr1	14000000	16000000	118	1.37767312665	1529743	673	0.000124006613369	0.00011456344731	-0.318634512628	867	0.000159752947684	0.000135564566969	-0.634007788216	2093	0.735785953177
chr1	16000000	18000000	119	1.26872776246	1573064	722	0.000129371633789	0.000116651325057	-0.411504523621	1017	0.000182231234852	0.000157627340488	-0.565561589425	2374	0.73251895535
chr1	18000000	20000000	120	1.16887032418	1493886	813	0.000153398582228	0.000140389772573	-0.355042129487	1168	0.000220380742979	0.000196661240338	-0.450974600999	2687	0.737253442501
chr1	20000000	22000000	121	1.07359966502	1792830	848	0.000133322975867	0.000119895713246	-0.421691195734	1188	0.000186777942606	0.000166308661666	-0.45920954046	2966	0.686446392448
chr1	22000000	24000000	122	0.984642536356	1516601	904	0.000168013952968	0.000157957099288	-0.250667745876	1258	0.000233807027472	0.000208600124815	-0.451794075839	3208	0.673940149626
chr1	24000000	26000000	123	0.897969762588	1384330	697	0.000141919281847	0.000126072768624	-0.467262623968	948	0.000193026512469	0.00016630503755	-0.579794489742	2287	0.719282903367
chr1	26000000	28000000	124	0.818399237556	1436798	737	0.000144583931709	0.000131304396816	-0.384419756123	1025	0.000201083487112	0.000172759881787	-0.590035736935	2412	0.730514096186
chr1	28000000	30000000	125	0.746576366548	1505346	710	0.000132944468842	0.000114885285684	-0.568488347656	998	0.000186871239301	0.00015736196896	-0.661450002297	2315	0.737796976242
chr1	30000000	32000000	126	0.676385180594	1437764	765	0.000149976110852	0.000134302108581	-0.437469698739	1012	0.000198399770173	0.000170681697413	-0.5852158808	2435	0.72977412731
chr1	32000000	34000000	127	0.616592812995	1532761	816	0.000150059665692	0.000141330785288	-0.243535654949	1095	0.0002013668308	0.000182031331901	-0.402284345135	2628	0.727168949772
chr1	34000000	36000000	128	0.56016809741	1676374	899	0.000151160052009	0.000131336098659	-0.549198122246	1205	0.000202611638121	0.000169563970557	-0.683473470778	2908	0.723521320495
chr1	36000000	38000000	129	0.511038494167	1769974	842	0.000134089095745	0.000123903098666	-0.31806371479	1275	0.000203044652109	0.000172009663181	-0.640543701481	2945	0.718845500849
chr1	38000000	40000000	130	0.464524557656	1472653	729	0.000139532494768	0.000121524322359	-0.540160680384	1001	0.000191594001732	0.00016748505481	-0.527084461503	2336	0.740582191781
chr1	40000000	42000000	131	0.424384117196	1387626	780	0.000158442042179	0.000147021262441	-0.301744544459	1074	0.000218162504231	0.000191675339184	-0.508632394765	2580	0.718604651163
chr1	72000000	74000000	147	0.579243948826	1351815	750	0.000156383979217	0.000147213385824	-0.245454183872	1053	0.000219563106821	0.000190406776698	-0.556294065513	2607	0.691599539701
chr1	74000000	76000000	148	0.636086177315	1593763	927	0.000163947293392	0.000156230717392	-0.197118881059	1374	0.00024300278438	0.00021873092998	-0.41863389363	3122	0.737027546445
chr1	76000000	78000000	149	0.694123892345	1363963	683	0.000141145283907	0.000126122421055	-0.445376266205	1031	0.000213061182589	0.00019179405893	-0.418134525561	2424	0.707095709571
chr1	78000000	80000000	150	0.770787081929	1430188	814	0.000160427764757	0.000144129008877	-0.42534373314	1182	0.000232955304598	0.00020816549256	-0.445892794909	2617	0.762705387849
chr1	80000000	82000000	151	0.844450378394	1416554	864	0.000171920974854	0.000161734224857	-0.248107357604	1184	0.000235595409985	0.000212747569844	-0.406358656112	2710	0.755719557196
chr1	82000000	84000000	152	0.923432037541	1441918	859	0.000167919393859	0.000154877775735	-0.325204885751	1149	0.000224609293997	0.000196989083473	-0.515235642991	2768	0.725433526012
chr1	84000000	86000000	153	1.0075280494	1190097	566	0.000134054787375	0.00012587651524	-0.25511271479	812	0.000192318882241	0.000174019428668	-0.398362481134	2027	0.679822397632
chr1	86000000	88000000	154	1.11336626626	918347	425	0.000130445882682	0.000120657293112	-0.313390762021	598	0.000183545030221	0.000163067589461	-0.466633383395	1866	0.548231511254
chr1	88000000	90000000	155	1.19047379654	1164413	579	0.000140158608023	0.000129475673919	-0.318758193565	771	0.000186636073896	0.000171674483195	-0.335569149874	2143	0.6299580028
chr20	0	2000000	169	3.97282184551	964014	393	0.000114909905298	0.000104147865072	-0.390977737432	587	0.000171633878905	0.000147126057243	-0.597192926396	1816	0.539647577093
chr20	2000000	4000000	170	3.11386021614	1285220	784	0.000171943928407	0.00017215565797	0.0051548376289	1110	0.000243441021087	0.000239520737388	-0.0674685218383	2860	0.662237762238
chr20	4000000	6000000	171	2.68266512858	1423485	774	0.00015326264734	0.000149732596594	-0.096416033705	1212	0.000239992672579	0.00022836467136	-0.20302844933	2694	0.73719376392
chr20	6000000	8000000	172	2.68836453658	1190106	575	0.000136185370712	0.000126264736967	-0.304640837423	740	0.000175264651004	0.000153223857017	-0.526357730487	1845	0.712737127371
chr20	8000000	10000000	173	3.15983517741	1318644	755	0.000161386664577	0.00015118401535	-0.264617754315	994	0.000212474628596	0.000193109061478	-0.381768694239	2489	0.702691844114
chr20	10000000	12000000	174	4.08248947581	1480304	811	0.000154425209407	0.000138229074995	-0.43909041788	1038	0.000197649034975	0.000172862786079	-0.525332117233	2556	0.723395931142
chr20	12000000	14000000	175	5.4768561552	1133480	701	0.000174322085865	0.00015868689439	-0.375342129988	906	0.000225300727238	0.000205770584488	-0.36301688502	2796	0.574749642346
chr21	2000000	4000000	178	6.83715476874	972578	571	0.000165485491497	0.000159878937054	-0.141678418392	833	0.000241417538384	0.00022509898002	-0.28301195815	2661	0.527621195039
chr21	4000000	6000000	179	6.89045865048	1063641	324	8.58614459483e-05	6.3317762686e-05	-1.09478502414	462	0.000122432061815	9.10130985529e-05	-1.07219026673	1403	0.56022808268
chr22	0	2000000	181	18.9351190513	817340	435	0.000150015025744	0.00014440939994	-0.156076341835	526	0.000181397479406	0.000159284353738	-0.509617218108	2150	0.446976744186
chr22	2000000	4000000	182	8.15496843047	445849	265	0.000167535302608	0.000153674875291	-0.344448285914	305	0.000192823650172	0.000164547095305	-0.611204779307	2027	0.281203749383
chr23	0	2000000	184	10.5062395012	444222	400	0.000253809682385	0.000232588779105	-0.349070180542	391	0.000248098964531	0.000223299919504	-0.417265579866	2268	0.348765432099
chr24	0	2000000	188	2.64146478133	1050760	331	8.87917712062e-05	7.83543139702e-05	-0.490214163365	293	7.8598153968e-05	6.80259501393e-05	-0.560463029976	1893	0.329635499208
chr24	2000000	4000000	189	5.72935760575	1198185	623	0.000146558977257	0.000138301285958	-0.235696315266	870	0.000204665024419	0.000193195717294	-0.23465727277	2522	0.591990483743
chr24	4000000	6000000	190	10.6757109175	1326582	582	0.000123662249359	0.000116464719105	-0.243413916366	785	0.000166795301971	0.00015486574163	-0.299407382869	2613	0.523153463452
chr26	2000000	4000000	195	9.19652147554	870218	409	0.000132477920745	0.000111635668788	-0.656916751816	527	0.000170698934554	0.000138120260489	-0.797868332383	1918	0.488008342023
chr27	0	2000000	198	16.8067126761	525120	384	0.000206120374275	0.000194271384586	-0.239948919355	437	0.000234569280099	0.000214928317137	-0.349743259756	1905	0.430971128609
chr28	0	2000000	201	5.93545437164	789226	328	0.000117144180092	0.000105112977445	-0.428278300124	326	0.000116429886311	0.000108080575146	-0.299024133411	1993	0.328148519819
chr28	2000000	4000000	202	12.7127426499	668752	377	0.000158900225579	0.000152310415127	-0.173085633234	475	0.000200205854509	0.000179753520462	-0.426871827676	2277	0.37417654809
chr2	0	2000000	204	1.49737785463	517221	377	0.000205453459269	0.000195426998069	-0.203679270914	455	0.000247961071531	0.000237819545529	-0.170869041407	2254	0.369121561668
chr2	2000000	4000000	205	1.46142208597	1217220	909	0.000210495618824	0.000212152973255	0.0329731020696	1231	0.000285060623512	0.000268597381955	-0.242013774817	3227	0.663154632786
chr2	4000000	6000000	206	1.42132410798	1391574	744	0.000150700567267	0.000143234245992	-0.207370420245	1165	0.00023597602267	0.000217035567373	-0.336310619631	2629	0.726131608977
chr2	6000000	8000000	207	1.38052234198	1579541	858	0.000153110382663	0.000147194659714	-0.161781304031	1205	0.00021503264698	0.000196236221722	-0.366282439227	2819	0.731819794253
chr2	8000000	10000000	208	1.34082338974	1648938	710	0.00012136746463	0.000111369927349	-0.344734295297	1074	0.000183589657765	0.000160881858824	-0.518173832164	2415	0.738716356108
chr2	10000000	12000000	209	1.30096081169	1663261	762	0.000129134660289	0.00012322653795	-0.191510201364	1147	0.000194379862666	0.000172103254738	-0.480178797282	2646	0.721466364324
chr2	12000000	14000000	210	1.26480136491	1502478	656	0.000123067669114	0.000106728946938	-0.555466031133	938	0.00017597175858	0.000148375935586	-0.656780539456	2261	0.704997788589
chr2	14000000	16000000	211	1.22702012361	1395469	487	9.83687211659e-05	8.90589094909e-05	-0.395516403116	751	0.000151693859539	0.000126914509142	-0.683736661776	1713	0.72270869819
chr2	16000000	18000000	212	1.19091933561	1437003	562	0.000110236876223	9.48758228795e-05	-0.582686587874	788	0.000154567007943	0.000126652484372	-0.756031551762	1838	0.734494015234
chr2	18000000	20000000	213	1.15456730375	1386486	740	0.000150440403111	0.000134042008662	-0.456231159402	1070	0.000217528690984	0.000192106253925	-0.489605133939	2548	0.710361067504
chr2	20000000	22000000	214	1.119396134	1378364	719	0.000147032460873	0.000131261637557	-0.448902126283	1001	0.000204700268893	0.000174379115195	-0.620456287153	2334	0.736932305056
chr2	22000000	24000000	215	1.08754243622	1400727	747	0.000150319512675	0.000135422158411	-0.41481451814	1039	0.000209078947348	0.000182093411418	-0.540678962762	2452	0.728384991843
chr2	24000000	26000000	216	1.05453846353	1759978	664	0.000106343046475	9.89127196626e-05	-0.292347703759	984	0.000157592707427	0.000136329455314	-0.56514643615	2279	0.723124177271
chr2	26000000	28000000	217	1.02498207231	1598387	947	0.000166999933304	0.000156980624513	-0.251276007918	1348	0.000237714794186	0.000210175699166	-0.48553744523	3166	0.724889450411
chr2	28000000	30000000	218	0.994139973397	1525525	828	0.000152988668549	0.000141945956483	-0.302204822402	1113	0.000205647811708	0.000184609439891	-0.428615438614	2604	0.745391705069
chr2	30000000	32000000	219	0.965366701147	1432817	838	0.000164854782366	0.000150950338059	-0.353143100956	1153	0.000226822868817	0.00019920272626	-0.510209563934	2703	0.736588975213
chr2	32000000	34000000	220	0.936444157891	1527389	730	0.000134716707158	0.000119915682735	-0.459833695839	987	0.000182144369815	0.000156052342644	-0.600015456159	2281	0.752740026304
chr2	34000000	36000000	221	0.910227464951	1263298	538	0.000120039651103	0.000108146338102	-0.414231972159	793	0.000176935768262	0.000157382543653	-0.462633284997	2368	0.562077702703
chr2	36000000	38000000	222	0.883082714947	1550350	997	0.000181264877599	0.000168250632709	-0.300735966771	1385	0.000251807277306	0.000225222487961	-0.442499866683	3215	0.740902021773
chr2	38000000	40000000	223	0.857135041281	1531328	929	0.000170999857236	0.000157359116435	-0.334081372761	1167	0.000214808216786	0.000184786290757	-0.585608144449	2758	0.759970993474
chr2	40000000	42000000	224	0.83324882939	1514928	796	0.000148104867696	0.000135632640106	-0.352544013845	1088	0.000202434794037	0.000177795491549	-0.509921505687	2523	0.746730083234
chr2	42000000	44000000	225	0.808375134921	1380345	837	0.00017091731784	0.000158370018479	-0.307369996355	1211	0.000247288974796	0.00022362830345	-0.400932691818	2844	0.720112517581
chr2	44000000	46000000	226	0.786363137055	1409871	822	0.000164339021738	0.000151589083421	-0.324820846442	1039	0.00020772292407	0.000190204038451	-0.353297674675	2543	0.731812819505
chr2	46000000	48000000	227	0.767620390328	1017084	626	0.000173486533069	0.000156282697967	-0.414833093556	888	0.000246095912724	0.000208966852399	-0.631789250475	2969	0.509936005389
chr2	74000000	76000000	241	0.563377657227	671542	377	0.000158240055955	0.000141214665572	-0.449048513658	447	0.000187621498706	0.000163715903492	-0.532259260277	1757	0.468981217985
chr2	76000000	78000000	242	0.555085428456	1170379	434	0.000104522903718	9.17066855671e-05	-0.512142876689	633	0.00015244930427	0.000118710983455	-0.925824593162	1834	0.581788440567
chr2	78000000	80000000	243	0.549560472706	1230968	270	6.18251613296e-05	5.76012237182e-05	-0.284493162338	337	7.71669606225e-05	6.76019112387e-05	-0.516976187834	912	0.665570175439
chr2	82000000	84000000	245	0.538842980678	1455287	393	7.6118839408e-05	6.67186175937e-05	-0.515538173459	492	9.52938142207e-05	7.80710536641e-05	-0.755333059494	1405	0.629893238434
chr2	84000000	86000000	246	0.536008091335	1428748	636	0.000125472842739	0.000114358496869	-0.37057144841	846	0.000166902554964	0.000146160355633	-0.520356772358	2154	0.688022284123
chr2	86000000	88000000	247	0.53353854238	1690565	662	0.000110375929364	0.000101688208567	-0.329327517944	929	0.000154893109334	0.000132294606584	-0.611023088429	2238	0.7109025916
chr2	88000000	90000000	248	0.532093524985	1551200	807	0.000146640521364	0.000131979316522	-0.418572439432	1110	0.000201698858381	0.000181855812817	-0.412175666687	2563	0.747951619196
chr2	90000000	92000000	249	0.531592254924	1410133	668	0.000133525632473	0.000124195078725	-0.292383072475	973	0.00019449167724	0.000164437643377	-0.647229368134	2200	0.745909090909
