chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del	n_indel	pol_success
chr18	2000000	4000000	65	5.12229780726	1187316	289	6.86087931235e-05	6.57387178973e-05	-0.17428608507	184	4.36817229575e-05	3.94254994591e-05	-0.404220937173	2329	0.20309145556
chr18	4000000	6000000	66	3.38244993937	1239869	258	5.86532608282e-05	6.11652054413e-05	0.178268739195	43	9.77554347136e-06	1.07014701171e-05	0.378675831088	2788	0.107962697274
chr18	6000000	8000000	67	3.02744350716	1179324	151	3.6090430946e-05	3.78450527144e-05	0.201176532165	15	3.58514214695e-06	3.16416773284e-06	-0.433317376638	2323	0.071459319845
chr18	8000000	10000000	68	NA	1024048	0	NA	NA	NA	0	NA	NA	NA	2741	NA
chr18	10000000	11572643	69	NA	665379	0	NA	NA	NA	0	NA	NA	NA	1558	NA
chr19	0	2000000	70	6.39023153271	1223809	645	0.000148557413472	0.000136510810016	-0.339257097789	869	0.000200149445438	0.000183275933452	-0.353012676282	2500	0.6056
chr19	2000000	4000000	71	5.74770645965	1291949	641	0.000139849499614	0.000128972827712	-0.325375286907	892	0.00019461116015	0.000172790754206	-0.469529163866	2449	0.625969783585
chr19	4000000	6000000	72	5.23079998299	1200174	730	0.00017144582088	0.00016163445774	-0.239515113642	956	0.000224523568166	0.00019848437766	-0.485740798053	2500	0.6744
chr19	6000000	8000000	73	4.67258400841	1261857	737	0.000164628720934	0.000153441358753	-0.284423161258	958	0.000213994999532	0.00019577245449	-0.356653530903	2423	0.699546017334
chr19	8000000	9871655	74	4.24366691044	1001109	410	0.000115438519528	9.63878427245e-05	-0.689087720151	593	0.000166963517269	0.000133862073277	-0.829191238267	1681	0.596668649613
chr1A	0	2000000	75	2.71616988852	453108	330	0.000205286536324	0.000202647167191	-0.0536160576116	400	0.000248832165242	0.000231872220077	-0.284560749073	2401	0.30403998334
chr1A	2000000	4000000	76	2.47052276538	1968995	868	0.000124257716785	0.000120860481723	-0.114482781423	1114	0.000159473613477	0.000147069417326	-0.325881972461	2688	0.737351190476
chr1A	4000000	6000000	77	2.13854466254	1701783	817	0.000135321291174	0.000127250437676	-0.249702416311	1202	0.00019908958628	0.000179010392104	-0.4226111929	2699	0.748054835124
chr1A	6000000	8000000	78	1.78207832291	1529037	782	0.000144157424865	0.000132567099423	-0.336570339311	1243	0.000229140254613	0.000204783175706	-0.445444153692	2764	0.732633863965
chr1A	8000000	10000000	79	1.43600670122	1436703	422	8.27930171986e-05	7.96047763892e-05	-0.160819236519	653	0.000128113365476	0.000114923213995	-0.430756730505	3204	0.335518102372
chr1A	10000000	12000000	80	1.21362252071	1504826	324	6.06885807594e-05	5.42919912335e-05	-0.439484611722	356	6.66825146616e-05	6.08988050865e-05	-0.361875367024	2349	0.289484887186
chr1A	12000000	14000000	81	0.978643951135	1390877	440	8.91686534475e-05	7.27749848704e-05	-0.767956200171	652	0.000132131731927	0.000101223525649	-0.978681025705	1475	0.740338983051
chr1A	14000000	16000000	82	0.753899994316	1368594	636	0.000130987767824	0.000115554626442	-0.492902905711	906	0.000186595782467	0.000155949521149	-0.687796052385	2172	0.709944751381
chr1A	16000000	18000000	83	0.569202716247	1413078	770	0.000153593503757	0.00013319188772	-0.556019426915	1024	0.000204259412789	0.000177496068493	-0.548862530701	2588	0.693199381762
chr1A	18000000	20000000	84	0.388744952397	1430374	616	0.000121389007967	0.000110593085224	-0.372022864396	852	0.000167895186344	0.000141950360719	-0.64703807357	2102	0.698382492864
chr1A	20000000	22000000	85	0.246646521848	1498123	670	0.000126059502404	0.000117385484861	-0.287911101141	1005	0.000189089253606	0.00016311990685	-0.575283411025	2390	0.700836820084
chr1A	22000000	24000000	86	0.125146143968	1547797	625	0.000113818871201	0.000101148855268	-0.465665805122	874	0.000159164309487	0.000136169767673	-0.604957064548	2206	0.679510426111
chr1A	24000000	26000000	87	0.0288299041686	1862779	693	0.000104862488246	9.20187130711e-05	-0.512546632438	873	0.00013209949818	0.000119758817619	-0.391184983952	2258	0.693534100974
chr1A	26000000	28000000	88	0.0	1059251	589	0.000156734524076	0.000143661591266	-0.348840436003	774	0.000205963534185	0.000180201809928	-0.523587449867	2716	0.501840942563
chr1A	28000000	30000000	89	0.0	1358056	745	0.000154627541726	0.000136305517825	-0.495956210561	1051	0.000218138988395	0.000190655652367	-0.527795113015	2504	0.717252396166
chr1A	30000000	32000000	90	0.0	1477353	724	0.000138134622503	0.000126171605568	-0.362458125009	974	0.000185833041875	0.000163225786432	-0.509544803927	2434	0.697617091208
chr1A	32000000	34000000	91	0.0	1421038	672	0.000133294379984	0.000126316115403	-0.219055177775	887	0.000175940647389	0.000148805235847	-0.645850041569	2187	0.71284865112
chr1A	34000000	36000000	92	0.0	1435854	723	0.000141930676341	0.000131911227157	-0.295450971896	977	0.00019179290565	0.000169097972357	-0.495629159835	2429	0.699876492384
chr1A	36000000	38000000	93	0.000976025149273	1440153	839	0.000164210750051	0.00014959302387	-0.37271616822	1097	0.000214707023606	0.000192684205666	-0.429728255704	2603	0.743757203227
chr1A	38000000	40000000	94	0.057048274145	1408260	965	0.000193149116929	0.000177961306487	-0.329344778185	1247	0.000249592693068	0.000225294820708	-0.407951274374	3063	0.722167809337
chr1A	40000000	42000000	95	0.160663339357	1344425	923	0.000193514440531	0.000182418036277	-0.240144294681	1233	0.00025850845631	0.000243586820036	-0.241882761928	3124	0.69014084507
chr1A	42000000	44000000	96	0.293507274511	1846041	712	0.000108714358791	9.95701213114e-05	-0.352012505156	926	0.00014138974191	0.000125420604931	-0.473009945667	2208	0.741847826087
chr1A	44000000	46000000	97	0.441870950099	1532140	808	0.000148648717709	0.000140165149124	-0.238931732794	1024	0.000188386493731	0.000174949657617	-0.298780698911	2539	0.721543914927
chr1A	46000000	48000000	98	0.627005874442	1316589	495	0.000105974953346	9.43706566142e-05	-0.457643951347	674	0.000144297209203	0.000123393021464	-0.606174269705	1613	0.724736515809
chr1A	48000000	50000000	99	0.835939107586	1315268	499	0.000106938613498	9.98435700037e-05	-0.277298821709	670	0.000143584911911	0.000126510138498	-0.497576482906	1565	0.74696485623
chr1A	50000000	52000000	100	1.04792166361	1428535	683	0.000134765297927	0.000127557989571	-0.223787470124	946	0.000186658816747	0.000171894909636	-0.33126937718	2232	0.729838709677
chr1A	52000000	54000000	101	1.31188247622	1475058	811	0.000154974418082	0.000147769390121	-0.194641948085	1112	0.000212492666963	0.000196994929941	-0.30556481535	2597	0.740469772815
chr1A	54000000	56000000	102	1.5976386528	1151345	737	0.000180430630186	0.00018156796479	0.0263827979672	1026	0.000251182939717	0.000240716178401	-0.174553788486	3075	0.573333333333
chr1A	56000000	58000000	103	1.8643884701	1042950	409	0.000110537102675	0.000106878010502	-0.138221140126	528	0.000142698264578	0.000133038622733	-0.28299214465	1661	0.564118001204
chr1A	58000000	60000000	104	2.09923822873	426251	80	5.29020904248e-05	4.58094310382e-05	-0.547923134166	82	5.42246426854e-05	4.77233021463e-05	-0.490305248195	921	0.175895765472
chr1A	60000000	62000000	105	NA	435768	0	NA	NA	NA	0	NA	NA	NA	656	NA
chr1A	62000000	64000000	106	NA	552	0	NA	NA	NA	0	NA	NA	NA	1432	NA
chr1A	64000000	66000000	107	3.46244473744	492618	374	0.000213997935157	0.000219578702063	0.1088370516	441	0.000252334463647	0.000242207530934	-0.16764042392	2145	0.379953379953
chr1A	66000000	68000000	108	3.80026512641	976736	776	0.000223940572246	0.000219824524043	-0.0769405836211	1066	0.000307629703626	0.000286830724717	-0.283240746786	3678	0.500815660685
chr1A	68000000	70000000	109	4.22369502721	1283604	761	0.000167109774195	0.000159595868147	-0.188212092589	1017	0.000223325414397	0.000208131086174	-0.284998271354	2634	0.675018982536
chr1A	70000000	71365269	110	4.65113087052	854553	65	2.1439892866e-05	2.07064241096e-05	-0.138975822142	65	2.1439892866e-05	1.56868715666e-05	-1.09006806062	219	0.593607305936
chr1	0	2000000	111	2.27575043463	394948	181	0.000129177511317	0.000121081895924	-0.259939837336	210	0.000149874460644	0.00014632172763	-0.0984825885613	2194	0.178213309025
chr1	2000000	4000000	112	2.13563307177	1167065	829	0.000200220131869	0.000198360845369	-0.0388798757242	1094	0.000264222948449	0.000247787578692	-0.260599653081	3018	0.63717693837
chr1	4000000	6000000	113	2.00286314067	1387926	984	0.000199837525943	0.000191683205922	-0.170914192959	1262	0.00025629568876	0.00023723015113	-0.311737299484	3159	0.710984488762
chr1	6000000	8000000	114	1.87019286716	1555249	818	0.000148252365036	0.000135886177779	-0.349224760148	1140	0.000206610875478	0.000187825736891	-0.380944147882	2621	0.747043113316
chr1	8000000	10000000	115	1.72978953567	1380347	947	0.000193379289696	0.000182170059222	-0.242770212219	1346	0.000274855885883	0.000256182722628	-0.284735144819	3214	0.713441194773
chr1	10000000	12000000	116	1.61113916925	1494866	969	0.000182713135394	0.000173590634105	-0.209120487661	1341	0.000252856877775	0.000227307823472	-0.423472912923	3248	0.711206896552
chr1	12000000	14000000	117	1.4940719173	1386681	723	0.000146963670337	0.000132045699882	-0.424832370953	984	0.000200016945521	0.000173029587991	-0.56514643615	2310	0.738961038961
chr1	14000000	16000000	118	1.37767312665	1529743	673	0.000124006613369	0.00011456344731	-0.318634512628	867	0.000159752947684	0.000135564566969	-0.634007788216	2093	0.735785953177
chr1	16000000	18000000	119	1.26872776246	1573064	722	0.000129371633789	0.000116651325057	-0.411504523621	1017	0.000182231234852	0.000157627340488	-0.565561589425	2374	0.73251895535
chr1	18000000	20000000	120	1.16887032418	1493886	813	0.000153398582228	0.000140389772573	-0.355042129487	1168	0.000220380742979	0.000196661240338	-0.450974600999	2687	0.737253442501
chr1	20000000	22000000	121	1.07359966502	1792830	848	0.000133322975867	0.000119895713246	-0.421691195734	1188	0.000186777942606	0.000166308661666	-0.45920954046	2966	0.686446392448
chr1	22000000	24000000	122	0.984642536356	1516601	904	0.000168013952968	0.000157957099288	-0.250667745876	1258	0.000233807027472	0.000208600124815	-0.451794075839	3208	0.673940149626
chr1	24000000	26000000	123	0.897969762588	1384330	697	0.000141919281847	0.000126072768624	-0.467262623968	948	0.000193026512469	0.00016630503755	-0.579794489742	2287	0.719282903367
chr1	26000000	28000000	124	0.818399237556	1436798	737	0.000144583931709	0.000131304396816	-0.384419756123	1025	0.000201083487112	0.000172759881787	-0.590035736935	2412	0.730514096186
chr1	28000000	30000000	125	0.746576366548	1505346	710	0.000132944468842	0.000114885285684	-0.568488347656	998	0.000186871239301	0.00015736196896	-0.661450002297	2315	0.737796976242
chr1	30000000	32000000	126	0.676385180594	1437764	765	0.000149976110852	0.000134302108581	-0.437469698739	1012	0.000198399770173	0.000170681697413	-0.5852158808	2435	0.72977412731
chr1	32000000	34000000	127	0.616592812995	1532761	816	0.000150059665692	0.000141330785288	-0.243535654949	1095	0.0002013668308	0.000182031331901	-0.402284345135	2628	0.727168949772
chr1	34000000	36000000	128	0.56016809741	1676374	899	0.000151160052009	0.000131336098659	-0.549198122246	1205	0.000202611638121	0.000169563970557	-0.683473470778	2908	0.723521320495
chr1	36000000	38000000	129	0.511038494167	1769974	842	0.000134089095745	0.000123903098666	-0.31806371479	1275	0.000203044652109	0.000172009663181	-0.640543701481	2945	0.718845500849
chr1	38000000	40000000	130	0.464524557656	1472653	729	0.000139532494768	0.000121524322359	-0.540160680384	1001	0.000191594001732	0.00016748505481	-0.527084461503	2336	0.740582191781
chr1	40000000	42000000	131	0.424384117196	1387626	780	0.000158442042179	0.000147021262441	-0.301744544459	1074	0.000218162504231	0.000191675339184	-0.508632394765	2580	0.718604651163
chr1	42000000	44000000	132	0.394314887996	1183940	334	7.95179234996e-05	7.26610434561e-05	-0.359625964605	100	2.38077615268e-05	1.92221689755e-05	-0.791301205505	2990	0.145150501672
chr1	44000000	46000000	133	0.365850867762	1886178	330	4.93150550483e-05	4.66607744952e-05	-0.224451500881	74	1.10585274957e-05	9.25290803887e-06	-0.665877161745	3273	0.123434158265
chr1	46000000	48000000	134	0.344000464442	1497581	265	4.9877400376e-05	4.56314831086e-05	-0.35442264335	41	7.71688081289e-06	7.18351443885e-06	-0.27569723868	2773	0.110349801659
chr1	48000000	50000000	135	0.327638164603	1588872	221	3.92059172875e-05	3.67258228347e-05	-0.262944204015	37	6.56388660469e-06	5.51202031179e-06	-0.635886351334	2389	0.107994976978
chr1	50000000	52000000	136	0.316200149709	1445988	232	4.52242687646e-05	4.21529304385e-05	-0.282426009208	38	7.40742333213e-06	7.15591583129e-06	-0.134919085971	2695	0.100185528757
chr1	52000000	54000000	137	0.311816527744	1729184	264	4.3033926708e-05	3.81835107134e-05	-0.469254327532	43	7.00931381987e-06	7.0766570274e-06	0.0384105220368	2786	0.110193826274
chr1	54000000	56000000	138	0.312515661511	1517079	269	4.9979549898e-05	4.5537648683e-05	-0.370069399095	34	6.31711783098e-06	5.32879996778e-06	-0.617911414919	2635	0.114990512334
chr1	56000000	58000000	139	0.319516405873	1862982	242	3.66146565349e-05	3.30963448583e-05	-0.399756400227	43	6.50591004545e-06	5.73782982563e-06	-0.47198744154	2688	0.106026785714
chr1	58000000	60000000	140	0.331695935968	1509334	195	3.6416442156e-05	3.24995207018e-05	-0.446507209176	28	5.22902759163e-06	4.85749274009e-06	-0.27723495435	2040	0.10931372549
chr1	60000000	62000000	141	0.348846266808	1388717	212	4.30299029291e-05	4.21744826719e-05	-0.0825991983614	42	8.52479208973e-06	8.01951881144e-06	-0.236697642152	2291	0.110868616325
chr1	62000000	64000000	142	0.374929721601	1390335	195	3.9533331395e-05	3.5943628126e-05	-0.376943504132	36	7.29846118061e-06	7.3780022346e-06	0.0431815751751	2135	0.108196721311
chr1	64000000	66000000	143	0.403180039998	1570853	280	5.02424423608e-05	4.87633152179e-05	-0.122625012895	47	8.43355282485e-06	7.63916165294e-06	-0.378078607419	2780	0.117625899281
chr1	66000000	68000000	144	0.436456522845	1508908	229	4.27780494947e-05	4.1783441019e-05	-0.0966777837547	29	5.41730757793e-06	5.48671447724e-06	0.0501083423824	2409	0.107098381071
chr1	68000000	70000000	145	0.476125716362	1411072	183	3.6555284892e-05	3.69819616053e-05	0.0484189232633	30	5.99266965443e-06	5.61349997135e-06	-0.248005855552	2430	0.0876543209877
chr1	70000000	72000000	146	0.550117015033	1377021	3	6.14085649719e-07	5.77142136616e-07	-0.160679589073	4	8.18780866292e-07	6.00074936747e-07	-0.773266912095	2468	0.00283630470016
chr1	72000000	74000000	147	0.579243948826	1351815	750	0.000156383979217	0.000147213385824	-0.245454183872	1053	0.000219563106821	0.000190406776698	-0.556294065513	2607	0.691599539701
chr1	74000000	76000000	148	0.636086177315	1593763	927	0.000163947293392	0.000156230717392	-0.197118881059	1374	0.00024300278438	0.00021873092998	-0.41863389363	3122	0.737027546445
chr1	76000000	78000000	149	0.694123892345	1363963	683	0.000141145283907	0.000126122421055	-0.445376266205	1031	0.000213061182589	0.00019179405893	-0.418134525561	2424	0.707095709571
chr1	78000000	80000000	150	0.770787081929	1430188	814	0.000160427764757	0.000144129008877	-0.42534373314	1182	0.000232955304598	0.00020816549256	-0.445892794909	2617	0.762705387849
chr1	80000000	82000000	151	0.844450378394	1416554	864	0.000171920974854	0.000161734224857	-0.248107357604	1184	0.000235595409985	0.000212747569844	-0.406358656112	2710	0.755719557196
chr1	82000000	84000000	152	0.923432037541	1441918	859	0.000167919393859	0.000154877775735	-0.325204885751	1149	0.000224609293997	0.000196989083473	-0.515235642991	2768	0.725433526012
chr1	84000000	86000000	153	1.0075280494	1190097	566	0.000134054787375	0.00012587651524	-0.25511271479	812	0.000192318882241	0.000174019428668	-0.398362481134	2027	0.679822397632
chr1	86000000	88000000	154	1.11336626626	918347	425	0.000130445882682	0.000120657293112	-0.313390762021	598	0.000183545030221	0.000163067589461	-0.466633383395	1866	0.548231511254
chr1	88000000	90000000	155	1.19047379654	1164413	579	0.000140158608023	0.000129475673919	-0.318758193565	771	0.000186636073896	0.000171674483195	-0.335569149874	2143	0.6299580028
chr1	90000000	92000000	156	1.2913481697	211	0	NA	NA	NA	1	NA	NA	NA	2310	NA
chr1	92000000	94000000	157	1.4596510329	291108	143	0.000138461857765	0.000132144843332	-0.188635331306	217	0.000210113448497	0.000198913335112	-0.221532398624	2337	0.1540436457
chr1	94000000	96000000	158	1.47102323041	132752	13	2.76026346395e-05	2.91005626637e-05	0.196849774008	26	5.52052692791e-05	6.23243658139e-05	0.500555330796	3110	0.012540192926
chr1	96000000	98000000	159	1.70192245564	286	2	NA	NA	NA	0	NA	NA	NA	3220	NA
chr1	98000000	100000000	160	1.81624547656	659	1	NA	NA	NA	0	NA	NA	NA	3713	NA
chr1	100000000	102000000	161	NA	877	0	NA	NA	NA	0	NA	NA	NA	3402	NA
