chr	start	stop	window	rec_rate	callable	n_ins	theta_ins	pi_ins	tajd_ins	n_del	theta_del	pi_del	tajd_del
chr11	14000000	16000000	18	0.0832317514709	1497372	486	9.14860377681e-05	8.49277407703e-05	-0.299580043535	641	0.000120663683558	0.000104583229819	-0.55753376328
chr11	18000000	20000000	20	1.95376840234	1194483	665	0.000156924202237	0.000141549898465	-0.409928914039	754	0.00017792608795	0.000162849578128	-0.354677126967
chr12	0	2000000	22	3.68128020126	422449	274	0.000182820349057	0.000174047792253	-0.199835304925	383	0.000255548152149	0.000230473164559	-0.409562270455
chr12	4000000	6000000	24	1.20444243604	1416550	342	6.80522447091e-05	6.54332523979e-05	-0.16052678575	480	9.55119223987e-05	8.07075752988e-05	-0.647714883064
chr12	6000000	8000000	25	0.807159513633	1395811	783	0.000158118761104	0.000146355208926	-0.3114396206	1128	0.000227787947031	0.000206584295137	-0.390005832264
chr12	8000000	10000000	26	0.684458354565	1534523	654	0.000120130311589	0.000108869764673	-0.392180357119	876	0.000160908490752	0.000141569794173	-0.503264399278
chr12	10000000	12000000	27	0.951004571694	1555816	529	9.58397552494e-05	8.55770253444e-05	-0.447664496089	808	0.000146386620494	0.000117863349015	-0.815744915377
chr12	12000000	14000000	28	1.73293576196	1717344	821	0.00013475165797	0.000124834750945	-0.308118106145	1025	0.00016823440855	0.000145147635566	-0.574850081442
chr12	14000000	16000000	29	2.9491868667	1481676	842	0.000160179562302	0.00015105937643	-0.238396913584	1096	0.000208499762806	0.000193543271979	-0.300531932315
chr12	16000000	18000000	30	4.60905763856	1485976	853	0.000161802599021	0.000148348361793	-0.348170702806	1034	0.000196135858602	0.000173718892676	-0.478777927847
chr12	18000000	20000000	31	6.47246330029	1180471	665	0.000158786867158	0.000155134331083	-0.0962460594755	903	0.000215615851193	0.00019842213739	-0.333940823978
chr13	0	2000000	33	3.79638407755	710179	388	0.000153996963282	0.000136036867206	-0.486833353104	526	0.000208769079088	0.000185801933849	-0.459902794173
chr13	2000000	4000000	34	3.19996104108	1304724	669	0.00014452924167	0.000139061473618	-0.158294541338	864	0.000186656599107	0.000170191267716	-0.36936861248
chr13	4000000	6000000	35	2.61764583748	1497563	817	0.000153774814721	0.000141032639801	-0.346918742919	1031	0.000194053652359	0.000179621649869	-0.311541839451
chr13	6000000	8000000	36	2.19176515483	1390659	649	0.000131544381528	0.000115730819175	-0.50295040295	875	0.000177351824094	0.000152903653667	-0.577241348865
chr13	8000000	10000000	37	1.93220877159	1408691	803	0.000160674909041	0.000154521952799	-0.160318945205	1176	0.000235309704897	0.000225005453925	-0.183485730145
chr13	10000000	12000000	38	1.82208866871	1530344	915	0.000168531189599	0.000159286511983	-0.229723717576	1194	0.000219919388395	0.000204797435293	-0.288125905466
chr13	12000000	14000000	39	1.86217925355	1584759	932	0.000165768093582	0.000159389999894	-0.161139980792	1367	0.000243138394771	0.000227648759876	-0.267009526198
chr13	14000000	16000000	40	2.02266445966	973701	539	0.000156031184903	0.000145381276939	-0.285366650044	793	0.000229559795229	0.000203872160258	-0.468449106766
chr15	0	2000000	51	7.33174548831	1072274	642	0.000168763106061	0.00015852193317	-0.253877347736	784	0.000206090771265	0.000181007348573	-0.509505158316
chr15	2000000	4000000	52	5.80726045454	1221238	745	0.000171950807956	0.00016327693701	-0.21113754847	889	0.000205186937279	0.000190216812775	-0.305519958069
chr15	4000000	6000000	53	4.32235689408	1298132	767	0.000166542379563	0.000158576039709	-0.200229226635	981	0.000213009223404	0.00019781055434	-0.298862625582
chr15	6000000	8000000	54	3.20746520563	1524057	639	0.000118181066688	0.00010728635892	-0.385667006985	800	0.00014795751698	0.000129823159329	-0.513109170348
chr15	8000000	10000000	55	2.08662583748	1402489	636	0.000127822088528	0.000117430323405	-0.340111406833	823	0.000165404998206	0.000144344879185	-0.533077200354
chr15	10000000	12000000	56	1.33391572913	1293529	585	0.000127475860932	0.000119835369996	-0.250669061422	778	0.000169531999666	0.00014823584815	-0.525848218114
chr15	12000000	13820886	57	0.797206631233	713348	342	0.000135136577439	0.000122830725861	-0.37983457862	442	0.000174650196573	0.000154527073669	-0.481291911188
chr19	0	2000000	70	6.39023153271	1223809	653	0.000150399986043	0.000138089143683	-0.342465402123	861	0.000198306872868	0.000181697599785	-0.350704934742
chr19	2000000	4000000	71	5.74770645965	1291949	648	0.000141376717239	0.000130125716629	-0.332949786848	885	0.000193083942525	0.000171637865288	-0.465115426769
chr19	4000000	6000000	72	5.23079998299	1200174	738	0.000173324679191	0.00016295882711	-0.250316350168	948	0.000222644709855	0.00019716000829	-0.479399739319
chr19	6000000	8000000	73	4.67258400841	1261857	745	0.000166415735544	0.000154867827838	-0.2904461704	950	0.000212207984922	0.000194345985405	-0.352534066928
chr19	8000000	9871655	74	4.24366691044	1001109	414	0.000116564748987	9.71922138349e-05	-0.693995107816	589	0.00016583728781	0.000133057702166	-0.826684384323
chr1A	0	2000000	75	2.71616988852	453108	331	0.000205908616737	0.000202867865126	-0.0615843397209	399	0.000248210084828	0.000231651522142	-0.278518692334
chr1A	2000000	4000000	76	2.47052276538	1968995	876	0.000125402949197	0.000121841479109	-0.118924003917	1106	0.000158328381064	0.000146088419941	-0.32388856713
chr1A	4000000	6000000	77	2.13854466254	1701783	827	0.000136977610527	0.000128725670602	-0.252226078149	1192	0.000197433266927	0.000177535159177	-0.422306771359
chr1A	6000000	8000000	78	1.78207832291	1529037	795	0.000146553903795	0.000134591077156	-0.341722490281	1230	0.000226743775683	0.000202759197972	-0.44325948529
chr1A	8000000	10000000	79	1.43600670122	1436703	428	8.39701691019e-05	8.03667549206e-05	-0.179226093703	647	0.000126936213572	0.000114161235463	-0.421054043141
chr1A	10000000	12000000	80	1.21362252071	1504826	327	6.12505120628e-05	5.46627282735e-05	-0.448495971514	353	6.61205833583e-05	6.05280680466e-05	-0.352868127134
chr1A	12000000	14000000	81	0.978643951135	1390877	444	8.99792775698e-05	7.318366303e-05	-0.779731940647	648	0.000131321107805	0.000100814847489	-0.971896280971
chr1A	14000000	16000000	82	0.753899994316	1368594	643	0.000132429457093	0.000116642950433	-0.498718533333	899	0.000185154093198	0.000154861197158	-0.685146251964
chr1A	16000000	18000000	83	0.569202716247	1413078	779	0.000155388752502	0.000134748772761	-0.556035117846	1015	0.000202464164043	0.000175939183452	-0.548787148984
chr1A	18000000	20000000	84	0.388744952397	1430374	623	0.000122768428512	0.000111634402868	-0.379377959084	845	0.000166515765799	0.000140909043075	-0.643882615448
chr1A	20000000	22000000	85	0.246646521848	1498123	679	0.000127752839003	0.000118741567738	-0.295153565269	996	0.000187395917006	0.000161763823974	-0.572931953828
chr1A	22000000	24000000	86	0.125146143968	1547797	633	0.000115275752752	0.000102175781721	-0.475404255081	866	0.000157707427936	0.000135142841219	-0.599115620473
chr1A	24000000	26000000	87	0.0288299041686	1862779	699	0.000105770388577	9.28578667735e-05	-0.510880829711	867	0.000131191597848	0.000118919663917	-0.391691064652
chr1A	26000000	28000000	88	0.0	1059251	594	0.000158065037863	0.000144441685682	-0.360479202425	769	0.000204633020398	0.000179421715513	-0.515722696808
chr1A	28000000	30000000	89	0.0	1358056	755	0.000156703079199	0.000137940982513	-0.501161279229	1041	0.000216063450922	0.00018902018768	-0.524322241282
chr1A	30000000	32000000	90	0.0	1477353	731	0.000139470178245	0.000127297374354	-0.365293151306	967	0.000184497486133	0.000162100017645	-0.508462426519
chr1A	32000000	34000000	91	0.0	1421038	680	0.000134881217841	0.000127556868919	-0.227222920902	879	0.000174353809532	0.000147564482331	-0.643401472918
chr1A	34000000	36000000	92	0.0	1435854	731	0.000143501140256	0.000133080529445	-0.303927560817	969	0.000190222441735	0.000167928670068	-0.49087873249
chr1A	36000000	38000000	93	0.000976025149273	1440153	847	0.000165776525975	0.000150696707773	-0.38087616365	1089	0.000213141247682	0.000191580521763	-0.423795908689
chr1A	38000000	40000000	94	0.057048274145	1408260	977	0.000195550971233	0.000180031797358	-0.332406187726	1235	0.000247190838765	0.000223224329837	-0.406290701869
chr1A	40000000	42000000	95	0.160663339357	1344425	934	0.0001958206798	0.000184426329785	-0.243694960818	1222	0.000256202217041	0.000241578526527	-0.23918302774
chr1A	42000000	44000000	96	0.293507274511	1846041	720	0.00010993586844	0.000100616457198	-0.354781876425	918	0.000140168232261	0.000124374269044	-0.471888378749
chr1A	44000000	46000000	97	0.441870950099	1532140	817	0.000150304458377	0.000141738455947	-0.238602914455	1015	0.000186730753063	0.000173376350794	-0.299575041569
chr1A	46000000	48000000	98	0.627005874442	1316589	500	0.000107045407421	9.51261975173e-05	-0.46538324689	668	0.000143012664314	0.000122561526714	-0.598346043309
chr1A	48000000	50000000	99	0.835939107586	1315268	505	0.00010822444853	0.000100899988684	-0.282878760993	664	0.000142299076879	0.000125453719818	-0.495312179062
chr1A	50000000	52000000	100	1.04792166361	1428535	691	0.000136343808005	0.000128910129314	-0.228152503705	938	0.000185080306669	0.000170542769893	-0.32896562237
chr1A	52000000	54000000	101	1.31188247622	1475058	819	0.000156503142304	0.000148846957026	-0.204814940929	1104	0.00021096394274	0.000195917363035	-0.298814965664
chr1A	54000000	56000000	102	1.5976386528	1151345	745	0.000182389171627	0.000183277635699	0.0203890766632	1018	0.000249224398276	0.000239006507492	-0.171739617835
chr1A	56000000	58000000	103	1.8643884701	1042950	413	0.000111618150134	0.000107650111904	-0.148447424774	524	0.000141617217119	0.00013226652133	-0.276023581133
chr1A	64000000	66000000	107	3.46244473744	492618	378	0.000216286683126	0.000221394991443	0.09857495274	437	0.000250045715678	0.000240391241553	-0.161274950418
chr1A	66000000	68000000	108	3.80026512641	976736	785	0.00022653782115	0.000221645842566	-0.0903994334926	1057	0.000305032454721	0.000285009406194	-0.274991021267
chr1A	68000000	70000000	109	4.22369502721	1283604	767	0.000168427328262	0.000160547137099	-0.195847304674	1011	0.00022200786033	0.000207179817222	-0.279774928712
chr1	2000000	4000000	112	2.13563307177	1167065	837	0.000202152292369	0.000199799451931	-0.0487316466278	1086	0.000262290787949	0.000246348972129	-0.25463213651
chr1	4000000	6000000	113	2.00286314067	1387926	994	0.000201868395109	0.000193385860023	-0.176008850222	1252	0.000254264819594	0.000235527497029	-0.308813466387
chr1	6000000	8000000	114	1.87019286716	1555249	827	0.000149883503526	0.000137358272398	-0.349877027351	1131	0.000204979736987	0.000186353642272	-0.380718776138
chr1	8000000	10000000	115	1.72978953567	1380347	959	0.000195829713642	0.00018437011624	-0.245094141295	1334	0.000272405461937	0.00025398266561	-0.28344028859
chr1	10000000	12000000	116	1.61113916925	1494866	980	0.000184787278314	0.00017523837905	-0.21644358006	1330	0.000250782734855	0.000225660078527	-0.419843672858
chr1	12000000	14000000	117	1.4940719173	1386681	732	0.000148793093619	0.00013351076571	-0.429873605952	975	0.000198187522238	0.000171564522163	-0.562651085451
chr1	14000000	16000000	118	1.37767312665	1529743	681	0.000125480689011	0.000115602493532	-0.329410446845	859	0.000158278872042	0.000134525520747	-0.628388726774
chr1	16000000	18000000	119	1.26872776246	1573064	731	0.000130984299584	0.000118049869554	-0.413295155017	1008	0.000180618569057	0.000156228795991	-0.565634459428
chr1	18000000	20000000	120	1.16887032418	1493886	823	0.000155285403658	0.000141876534368	-0.361525918195	1158	0.00021849392155	0.000195174478543	-0.447189816833
chr1	20000000	22000000	121	1.07359966502	1792830	858	0.000134895180771	0.000121134566139	-0.427136362856	1178	0.000185205737702	0.000165069808773	-0.455558669701
chr1	22000000	24000000	122	0.984642536356	1516601	915	0.000170058370538	0.000159487529923	-0.260318997108	1247	0.000231762609902	0.00020706969418	-0.446478875956
chr1	24000000	26000000	123	0.897969762588	1384330	704	0.000143344583099	0.000127091692086	-0.474495008174	941	0.000191601211216	0.000165286114088	-0.575214555813
chr1	26000000	28000000	124	0.818399237556	1436798	745	0.000146153363804	0.000132527877596	-0.39021138132	1017	0.000199514055018	0.000171536401007	-0.587403689845
chr1	28000000	30000000	125	0.746576366548	1505346	717	0.000134255188957	0.000115874741719	-0.572969920401	991	0.000185560519186	0.000156372512925	-0.658859965053
chr1	30000000	32000000	126	0.676385180594	1437764	772	0.000151348441278	0.00013533807393	-0.44281751682	1005	0.000197027439747	0.000169645732064	-0.582132020859
chr1	32000000	34000000	127	0.616592812995	1532761	824	0.000151530838885	0.000142426159824	-0.251560781305	1087	0.000199895657607	0.000180935957365	-0.39736295763
chr1	34000000	36000000	128	0.56016809741	1676374	907	0.000152505191515	0.000132183792927	-0.558025606439	1197	0.000201266498615	0.000168716276289	-0.677676476952
chr1	36000000	38000000	129	0.511038494167	1769974	853	0.000135840853528	0.00012502116445	-0.333505511602	1264	0.000201292894326	0.000170891597397	-0.632915711478
chr1	38000000	40000000	130	0.464524557656	1472653	735	0.000140680910363	0.000122214090739	-0.549409654072	995	0.000190445586137	0.00016679528643	-0.520168289007
chr1	40000000	42000000	131	0.424384117196	1387626	790	0.000160473350412	0.000148743249262	-0.30600491214	1064	0.000216131195997	0.000189953352363	-0.507407303099
chr1	72000000	74000000	147	0.579243948826	1351815	760	0.00015846909894	0.000148790213236	-0.255659974604	1043	0.000217477987098	0.000188829949287	-0.55182557782
chr1	74000000	76000000	148	0.636086177315	1593763	939	0.000166069588452	0.000157898402447	-0.206070568581	1362	0.00024088048932	0.000217063244925	-0.414406390797
chr1	76000000	78000000	149	0.694123892345	1363963	691	0.000142798522957	0.000127442104947	-0.450010951551	1023	0.000211407943538	0.000190474375038	-0.414788146959
chr1	78000000	80000000	150	0.770787081929	1430188	824	0.000162398621818	0.000145829190215	-0.427173784358	1172	0.000230984447537	0.000206465311222	-0.444780117154
chr1	80000000	82000000	151	0.844450378394	1416554	874	0.000173910800952	0.000163302151411	-0.255434191093	1174	0.000233605583887	0.00021117964329	-0.402246034323
chr1	82000000	84000000	152	0.923432037541	1441918	868	0.000169678735587	0.000156111512583	-0.334812364747	1140	0.000222849952269	0.000195755346625	-0.509413405813
chr1	84000000	86000000	153	1.0075280494	1190097	574	0.000135949554688	0.000127499558528	-0.259929160097	804	0.000190424114928	0.000172396385381	-0.396341589791
chr1	86000000	88000000	154	1.11336626626	918347	429	0.000131673608637	0.000121373683253	-0.326702598018	594	0.000182317304267	0.00016235119932	-0.458033779683
chr1	88000000	90000000	155	1.19047379654	1164413	583	0.000141126888562	0.000130099435238	-0.32678891026	767	0.000185667793357	0.000171050721875	-0.329546877061
chr20	0	2000000	169	3.97282184551	964014	398	0.00011637186338	0.000105086921101	-0.404852216726	582	0.000170171920822	0.000146187001215	-0.5894533128
chr20	2000000	4000000	170	3.11386021614	1285220	791	0.000173479142054	0.000173449722718	-0.000709931883985	1103	0.00024190580744	0.00023822667264	-0.063719360754
chr20	4000000	6000000	171	2.68266512858	1423485	785	0.000155440798659	0.000151629349985	-0.102647159921	1201	0.000237814521261	0.000226467917969	-0.199926378834
chr20	6000000	8000000	172	2.68836453658	1190106	580	0.000137369591327	0.00012707404126	-0.31343851617	735	0.000174080430389	0.000152414552724	-0.520913585587
chr20	8000000	10000000	173	3.15983517741	1318644	763	0.00016309672195	0.000152389400339	-0.274803658957	986	0.000210764571223	0.000191903676488	-0.374829763721
chr20	10000000	12000000	174	4.08248947581	1480304	819	0.000155948516035	0.000139302823147	-0.446882031703	1030	0.000196125728347	0.000171789037927	-0.519801652492
chr20	12000000	14000000	175	5.4768561552	1133480	706	0.000175565467362	0.000159675930483	-0.378754920526	901	0.000224057345741	0.000204781548394	-0.360272678065
chr21	2000000	4000000	178	6.83715476874	972578	578	0.000167514210307	0.000161410406699	-0.152383042236	826	0.000239388819574	0.000223567510375	-0.27670733751
chr21	4000000	6000000	179	6.89045865048	1063641	327	8.66564593367e-05	6.38224838327e-05	-1.09877690757	459	0.000121637048427	9.05083774061e-05	-1.0691938615
chr22	0	2000000	181	18.9351190513	817340	438	0.000151049612129	0.000144982504221	-0.167774043412	523	0.000180362893022	0.000158711249457	-0.501832199662
chr22	2000000	4000000	182	8.15496843047	445849	268	0.000169431928675	0.000154926184001	-0.356482587575	302	0.000190927024104	0.000163295786596	-0.603146381788
chr23	0	2000000	184	10.5062395012	444222	402	0.000255078730797	0.000233418141569	-0.354539700905	389	0.000246829916119	0.00022247055704	-0.411962953122
chr24	0	2000000	188	2.64146478133	1050760	332	8.90600242914e-05	7.84494831811e-05	-0.496852169464	292	7.83299008828e-05	6.79307809285e-05	-0.553161275791
chr24	2000000	4000000	189	5.72935760575	1198185	632	0.000148676201647	0.000140313100758	-0.235317484373	861	0.000202547800029	0.000191183902495	-0.23492476224
chr24	4000000	6000000	190	10.6757109175	1326582	589	0.000125149596001	0.000117587509618	-0.252714780472	778	0.000165307955329	0.000153742951117	-0.292861986774
chr26	2000000	4000000	195	9.19652147554	870218	412	0.000133449641435	0.000112173948911	-0.665721165683	524	0.000169727213864	0.000137581980365	-0.79174151274
chr27	0	2000000	198	16.8067126761	525120	386	0.000207193917891	0.000194822637031	-0.249234891931	435	0.000233495736483	0.000214377064691	-0.342000308182
chr28	0	2000000	201	5.93545437164	789226	330	0.000117858473873	0.000105579790566	-0.434456396614	324	0.00011571559253	0.000107613762024	-0.291939891068
chr28	2000000	4000000	202	12.7127426499	668752	381	0.000160586169617	0.000153294180015	-0.189529528629	471	0.000198519910471	0.000178769755573	-0.415700796335
chr2	0	2000000	204	1.49737785463	517221	379	0.000206543398045	0.000196139306836	-0.210241622208	453	0.000246871132755	0.000237107236762	-0.165229355293
chr2	2000000	4000000	205	1.46142208597	1217220	919	0.000212811302199	0.000214007933522	0.0235485713068	1221	0.000282744940137	0.000266742421687	-0.237164187855
chr2	4000000	6000000	206	1.42132410798	1391574	754	0.000152726112526	0.000144766021483	-0.21816080855	1155	0.000233950477411	0.000215503791882	-0.330373618444
chr2	6000000	8000000	207	1.38052234198	1579541	867	0.000154716435628	0.000148320902951	-0.173091980946	1196	0.000213426594015	0.000195109978485	-0.359613487869
chr2	8000000	10000000	208	1.34082338974	1648938	721	0.000123247805632	0.000112825409605	-0.353917934828	1063	0.000181709316764	0.000159426376569	-0.513729798075
chr2	10000000	12000000	209	1.30096081169	1663261	773	0.000130998808929	0.000124622021059	-0.203768790304	1136	0.000192515714027	0.000170707771629	-0.474619568882
chr2	12000000	14000000	210	1.26480136491	1502478	663	0.000124380891193	0.000107524124532	-0.567047340691	931	0.000174658536501	0.000147580757991	-0.649285152897
chr2	14000000	16000000	211	1.22702012361	1395469	493	9.95806561289e-05	8.98434033365e-05	-0.408663467487	745	0.000150481924576	0.000126130015296	-0.677337966272
chr2	16000000	18000000	212	1.19091933561	1437003	570	0.000111806084426	9.59819261264e-05	-0.591861159136	780	0.00015299779974	0.000125546381125	-0.751092991772
chr2	18000000	20000000	213	1.15456730375	1386486	749	0.000152270083689	0.000135571813241	-0.45900822718	1061	0.000215699010406	0.000190576449346	-0.487925509109
chr2	20000000	22000000	214	1.119396134	1378364	727	0.000148668427058	0.000132605717625	-0.452194369706	993	0.000203064302708	0.000173035035127	-0.619423048138
chr2	22000000	24000000	215	1.08754243622	1400727	754	0.000151728129259	0.000136429154289	-0.422054201357	1032	0.000207670330763	0.000181086415539	-0.536237264585
chr2	24000000	26000000	216	1.05453846353	1759978	673	0.000107784443189	9.99713453356e-05	-0.303310339739	975	0.000156151310713	0.000135270829641	-0.560084226647
chr2	26000000	28000000	217	1.02498207231	1598387	959	0.000169116088742	0.000158643485095	-0.259365316628	1336	0.000235598638748	0.000208512838584	-0.481827747466
chr2	28000000	30000000	218	0.994139973397	1525525	837	0.000154651588859	0.000143225929986	-0.309331500632	1104	0.000203984891398	0.000183329466387	-0.424237370229
chr2	30000000	32000000	219	0.965366701147	1432817	848	0.000166822023206	0.000152544547596	-0.358352214207	1143	0.000224855627977	0.000197608516723	-0.507713814842
chr2	32000000	34000000	220	0.936444157891	1527389	736	0.000135823967765	0.00012071512062	-0.465581830842	981	0.000181037109208	0.000155252904759	-0.596555134065
chr2	34000000	36000000	221	0.910227464951	1263298	544	0.000121378383272	0.000109012908652	-0.425945871652	787	0.000175597036094	0.000156515973103	-0.454894146696
chr2	36000000	38000000	222	0.883082714947	1550350	1010	0.00018362841161	0.000170195864092	-0.306415604924	1372	0.000249443743295	0.000223277256579	-0.439657479441
chr2	38000000	40000000	223	0.857135041281	1531328	939	0.000172840544612	0.000158809525904	-0.339988760133	1157	0.00021296752941	0.000183335881288	-0.582981528801
chr2	40000000	42000000	224	0.83324882939	1514928	805	0.00014977942022	0.000136973680041	-0.357935333223	1079	0.000200760241513	0.000176454451613	-0.507206482475
chr2	42000000	44000000	225	0.808375134921	1380345	848	0.000173163543045	0.00016032605121	-0.310410044783	1200	0.000245042749591	0.00022167227072	-0.399638840959
chr2	44000000	46000000	226	0.786363137055	1409871	828	0.000165538576641	0.000152529818984	-0.329019405673	1033	0.000206523369167	0.000189263302887	-0.35009560173
chr2	46000000	48000000	227	0.767620390328	1017084	633	0.000175426478327	0.000157581560825	-0.425549510811	881	0.000244155967466	0.00020766798954	-0.625801499811
chr2	74000000	76000000	241	0.563377657227	671542	381	0.000159918995541	0.000142547027274	-0.45340672266	443	0.00018594255912	0.00016238354179	-0.529255614071
chr2	76000000	78000000	242	0.555085428456	1170379	440	0.00010596792082	9.25161399584e-05	-0.530246583611	627	0.000151004287168	0.000117901529064	-0.91704620633
chr2	78000000	80000000	243	0.549560472706	1230968	272	6.22831254876e-05	5.78363831083e-05	-0.297315010804	334	7.64800143855e-05	6.72855149683e-05	-0.50138304912
chr2	82000000	84000000	245	0.538842980678	1455287	398	7.70872724793e-05	6.7441933049e-05	-0.52237213692	487	9.43253811493e-05	7.73477382088e-05	-0.752193291744
chr2	84000000	86000000	246	0.536008091335	1428748	643	0.000126853833147	0.000115312589469	-0.380630061399	839	0.000165521564557	0.000145206263032	-0.513888246623
chr2	86000000	88000000	247	0.53353854238	1690565	669	0.000111543046442	0.000102469635268	-0.340360905229	922	0.000153725992256	0.000131513179882	-0.60514368385
chr2	88000000	90000000	248	0.532093524985	1551200	817	0.000148457628196	0.000133597757933	-0.419065504989	1100	0.000199881751549	0.000180237371407	-0.411751157457
chr2	90000000	92000000	249	0.531592254924	1410133	675	0.000134924853173	0.000125131907117	-0.303700587731	966	0.00019309245654	0.000163500814985	-0.641878920775
chr2	92000000	94000000	250	0.53203950787	1609991	808	0.000141460819564	0.00012836619649	-0.387537074701	963	0.000168597486684	0.000148582066281	-0.497232959904
chr2	94000000	96000000	251	0.533450353533	1426194	1014	0.000200404563745	0.000183484301944	-0.353667837684	1365	0.000269775374273	0.000240821301125	-0.449826938476
chr2	96000000	98000000	252	0.536231762004	955917	616	0.000181638867058	0.000169801132811	-0.272614547969	875	0.000258009754344	0.000236185447283	-0.354202046623
chr2	98000000	100000000	253	0.539136988594	1456578	796	0.000154037896363	0.000136896204666	-0.465870006775	1081	0.00020918965574	0.000180455401922	-0.575458646304
chr2	100000000	102000000	254	0.543576103671	1603558	897	0.000157672526845	0.000147724130045	-0.264222937593	1137	0.000199859156102	0.000179213316493	-0.432819054668
chr2	102000000	104000000	255	0.548650119419	1413344	860	0.000171513705203	0.000160109268292	-0.278421486737	1197	0.000238723145497	0.000216083274843	-0.397392216089
chr2	104000000	106000000	256	0.554929073063	1468844	747	0.000143348510822	0.000131567839457	-0.343983029383	962	0.000184606783683	0.000160778064067	-0.540627720951
chr2	106000000	108000000	257	0.56225150559	1466108	914	0.000175722951654	0.000160137552874	-0.371434842791	1290	0.000248011605727	0.000227333004691	-0.349419052521
chr2	108000000	110000000	258	0.570285370888	1458147	926	0.000179002021433	0.000161928659781	-0.399454973076	1129	0.00021824328531	0.000192316903433	-0.497729003595
chr2	110000000	112000000	259	0.579306275983	1431586	1046	0.000205950333382	0.000190396120843	-0.316381006177	1398	0.000275256755323	0.000243109096448	-0.489514966212
chr2	112000000	114000000	260	0.589444860712	1400610	935	0.000188166646713	0.000171350152321	-0.374291064838	1226	0.000246729742107	0.000215169405511	-0.536017446297
chr2	114000000	116000000	261	0.600535644702	1531258	828	0.000152415881966	0.000135784467824	-0.456860763944	1161	0.000213713573626	0.000193339483992	-0.399448990042
chr2	116000000	118000000	262	0.612475455746	1533824	743	0.000136540516763	0.000122452805949	-0.431849264655	999	0.000183585432363	0.00015905550956	-0.559680194052
chr2	118000000	120000000	263	0.6256316106	1360639	768	0.000159098674871	0.000143550973206	-0.409067200468	1023	0.000211924406762	0.000184657820023	-0.538957067053
chr2	120000000	122000000	264	0.638468221711	1381154	735	0.000150000770869	0.000132379765113	-0.491673216805	1043	0.000212858236756	0.000186967983981	-0.509528030264
chr2	122000000	124000000	265	0.65476265374	1374085	856	0.000175593495103	0.000168923894427	-0.159042781009	1139	0.000233646017433	0.000209777875153	-0.428015583337
chr2	124000000	126000000	266	0.669765032316	1439226	852	0.000166862542277	0.000156059759314	-0.271077904632	1281	0.000250881357579	0.000227527266666	-0.390109752824
chr2	126000000	128000000	267	0.685551222597	1386508	616	0.000125229483625	0.000115955828751	-0.309765870307	818	0.000166294996112	0.000148692368089	-0.443168792037
chr2	128000000	130000000	268	0.704734696902	1425712	666	0.000131671166037	0.000114258700214	-0.553317960891	863	0.000170618943378	0.000150207497432	-0.500931227111
chr2	130000000	132000000	269	0.723507961465	1407063	578	0.000115787733479	0.000106193576714	-0.346522947705	779	0.000156053017959	0.000127391146254	-0.768855827663
chr2	132000000	134000000	270	0.742925436281	1845640	676	0.000103239991326	9.42220584729e-05	-0.36549828867	1095	0.000167230459322	0.000148318255599	-0.47379714552
